업소명,민박업소형태,주소,지방행정데이터인허가번호,지방행정데이터인허가일자,영업상태,latitude,longitude
고척스테이,외국인관광도시민박업,"서울특별시 구로구 서해안로32길 7-10, 201호 (오류동)",CDFI2262212024000012,2024-10-02,영업/정상(영업중),37.4938076596511,126.846030612419
담다 하우스(Damda House),외국인관광도시민박업,"서울특별시 서대문구 연희로2길 40, 201호 (창천동)",CDFI2262212025000055,2025-06-02,영업/정상(영업중),37.5600795208548,126.928030421719
서울큐브 이태원,외국인관광도시민박업,"서울특별시 용산구 우사단로14길 8, 1,2층 (이태원동)",CDFI2262212019000044,2019-08-12,영업/정상(영업중),37.5340039573306,126.996095958468
휴하우스,외국인관광도시민박업,"서울특별시 강서구 까치산로18길 7-13, 203호 (화곡동, 제이스빌)",CDFI2262212025000027,2025-06-02,영업/정상(영업중),37.5479722859393,126.850080122898
제이앤제이 스테이(J&J Stay),외국인관광도시민박업,"서울특별시 용산구 만리재로24길 9, 1층 (서계동)",CDFI2262212023000008,2023-04-18,영업/정상(영업중),37.5520183494458,126.964015803246
하우스 팁 신촌,외국인관광도시민박업,"서울특별시 서대문구 연세로2라길 55, 301호 (창천동)",CDFI2262212025000052,2025-05-28,영업/정상(영업중),37.5582934052741,126.941251514838
Jian On,외국인관광도시민박업,"서울특별시 구로구 고척로20길 34, 202호 (개봉동)",CDFI2262212024000008,2024-07-31,영업/정상(영업중),37.49975902076,126.846197978931
윤스테이,외국인관광도시민박업,"서울특별시 용산구 녹사평대로40길 43-6, 1층 (이태원동)",CDFI2262212024000030,2024-06-05,영업/정상(영업중),37.5347563248793,126.988363449817
코벤트 가든,외국인관광도시민박업,"서울특별시 용산구 청파로85길 56, 3층 (서계동)",CDFI2262212024000032,2024-06-05,영업/정상(영업중),37.5527768376274,126.965932639938
루실라하우스,외국인관광도시민박업,서울특별시 용산구 만리재로28길 5-30 (객실:2개) 2층 202호 (서계동),CDFI2262212019000034,2019-07-03,영업/정상(영업중),37.5530881363398,126.96563520121
Via SEOUL,외국인관광도시민박업,서울특별시 용산구 만리재로26가길 3 (객실:2개) 2층 201호 (서계동),CDFI2262212019000033,2019-07-03,영업/정상(영업중),37.552510683618,126.964408149494
모스마라,외국인관광도시민박업,"서울특별시 용산구 청파로85길 56, 2층 (서계동)",CDFI2262212024000031,2024-06-05,영업/정상(영업중),37.5527768376274,126.965932639938
서울하우스,외국인관광도시민박업,"서울특별시 용산구 한강대로72길 17-18, 우측 (객실:2개) (남영동)",CDFI2262212019000038,2019-07-16,영업/정상(영업중),37.5414872549143,126.974199702075
제이 하우스,외국인관광도시민박업,"서울특별시 광진구 용마산로 6-7, 201호 (중곡동)",CDFI2262212025000038,2025-06-04,영업/정상(영업중),37.5543075143472,127.088949953549
뉴메이커스,외국인관광도시민박업,"서울특별시 광진구 아차산로40길 39-8, 301호 (자양동, 예건 에버빌)",CDFI2262212025000025,2025-04-22,영업/정상(영업중),37.5357529158219,127.078344914609
유진하우스,외국인관광도시민박업,"서울특별시 광진구 용마산로 6-7, 401호 (중곡동)",CDFI2262212025000039,2025-06-04,영업/정상(영업중),37.5543075143472,127.088949953549
히히,외국인관광도시민박업,"서울특별시 광진구 동일로10가길 14, 101호 (자양동)",CDFI2262212025000036,2025-06-02,영업/정상(영업중),37.5385711927967,127.064087955905
리스테이,외국인관광도시민박업,"서울특별시 동대문구 전농로29길 51, 2~3층 (전농동)",CDFI2262212024000002,2024-01-26,영업/정상(영업중),37.5804989265673,127.055117243191
코지인군자,외국인관광도시민박업,"서울특별시 광진구 천호대로121길 27, B01호 (중곡동, 리안빌)",CDFI2262212025000026,2025-04-24,영업/정상(영업중),37.5565828855024,127.086289083501
MJ HOUSE,외국인관광도시민박업,"서울특별시 관악구 신사로24길 12, 102호 (신림동)",CDFI2262212025000018,2025-02-03,영업/정상(영업중),37.4887972433193,126.91802860961
오브제니,외국인관광도시민박업,"서울특별시 용산구 만리재로40길 8-6, 2층 (서계동)",CDFI2262212024000029,2024-06-05,영업/정상(영업중),37.5545681069692,126.967844205409
MiMi stay,외국인관광도시민박업,"서울특별시 광진구 능동로13길 78-4, 102호 (화양동)",CDFI2262212025000033,2025-05-20,영업/정상(영업중),37.5451263583085,127.06914006262
두두 하우스(DuDu House),외국인관광도시민박업,"서울특별시 서대문구 신촌로1길 42-16, 창성빌리지 지층 102호 (창천동)",CDFI2262212025000057,2025-06-17,영업/정상(영업중),37.5601967004732,126.929306306184
Happy salt stay,외국인관광도시민박업,"서울특별시 광진구 자양로22길 64, 101호 (구의동)",CDFI2262212025000034,2025-05-29,영업/정상(영업중),37.5396850557343,127.086853571363
포레스트 하우스,외국인관광도시민박업,"서울특별시 구로구 개봉로11길 45-3, 201호 (개봉동, 고듬하우스)",CDFI2262212024000011,2024-10-02,영업/정상(영업중),37.4878163635553,126.853572996172
리버 인 성수,외국인관광도시민박업,"서울특별시 성동구 둘레3길 6-13, 1층 (성수동1가)",CDFI2262212024000001,2024-01-17,영업/정상(영업중),37.5377706265064,127.047340778334
Maison242,외국인관광도시민박업,"서울특별시 광진구 자양로22길 64, 301호 (구의동)",CDFI2262212025000032,2025-05-20,영업/정상(영업중),37.5396850557343,127.086853571363
바로아토 2호점,외국인관광도시민박업,서울특별시 마포구 동교로25길 26-14 (동교동),CDFI2262212017000057,2017-07-17,영업/정상(영업중),37.5587080020805,126.921628567363
디엣지스테이2,외국인관광도시민박업,"서울특별시 관악구 신사로22길 25, 202호 (신림동)",CDFI2262212023000008,2023-09-21,영업/정상(영업중),37.4881668162785,126.918040153363
유어홈,외국인관광도시민박업,"서울특별시 용산구 청파로77가길 3, B102호 (서계동, 객실 : 1개)",CDFI2262212017000032,2017-08-21,영업/정상(영업중),37.5513489282865,126.968501731668
밍글스,외국인관광도시민박업,"서울특별시 마포구 망원로2길 30, 201호 (망원동)",CDFI2262212024000396,2024-11-19,영업/정상(영업중),37.5551959291184,126.901121007575
스튜디오 나인,외국인관광도시민박업,"서울특별시 마포구 성미산로 126-7, 201호 (연남동)",CDFI2262212024000317,2024-10-11,영업/정상(영업중),37.562636182204,126.921244946052
체리티,외국인관광도시민박업,서울특별시 영등포구 도림로113길 7-2 (도림동),CDFI2262212024000004,2024-03-28,영업/정상(영업중),37.5085692835496,126.898851839678
마카롱스테이,외국인관광도시민박업,"서울특별시 마포구 망원로2길 30, 202호 (망원동)",CDFI2262212024000401,2024-11-20,영업/정상(영업중),37.5551959291184,126.901121007575
선자하우스,외국인관광도시민박업,"서울특별시 마포구 서강로11길 36-5, 2층 (창전동)",CDFI2262212025000042,2025-01-22,영업/정상(영업중),37.5542203996334,126.931624271577
Sparrow house(참새하우스),외국인관광도시민박업,"서울특별시 관악구 신림로48길 17-8, 302호 (신림동)",CDFI2262212025000046,2025-05-28,영업/정상(영업중),37.4793654213177,126.933239966942
부띠끄 영등포,외국인관광도시민박업,"서울특별시 영등포구 영신로40길 15, 거양빌딩 401호 (영등포동6가)",CDFI2262212024000005,2024-03-28,영업/정상(영업중),37.5214840573309,126.903005668483
디자인하우스 서교,외국인관광도시민박업,"서울특별시 마포구 동교로18길 9-22, 2,3층 (서교동)",CDFI2262212025000166,2025-03-18,영업/정상(영업중),37.5544806720386,126.917354418849
수니하우스,외국인관광도시민박업,"서울특별시 마포구 성미산로 86, 3~5층 (성산동)",CDFI2262212023000033,2023-04-27,영업/정상(영업중),37.5606961383969,126.917265950201
크레센도,외국인관광도시민박업,"서울특별시 종로구 종로63가길 59-1, 202호 (숭인동)",CDFI2262212025000067,2025-05-26,영업/정상(영업중),37.5767654147814,127.018740057452
아라 하우스,외국인관광도시민박업,서울특별시 영등포구 영신로8길 2-4 (영등포동),CDFI2262212024000012,2024-05-10,영업/정상(영업중),37.5128606960273,126.909423208832
"Haus, Komma",외국인관광도시민박업,"서울특별시 마포구 동교로8길 64, 3층 302호 (합정동, 더씨에스 한강뷰)",CDFI2262212025000216,2025-05-13,영업/정상(영업중),37.5491590132043,126.905910945872
오크하우스,외국인관광도시민박업,"서울특별시 마포구 양화로 78-7, 5층 501호 (서교동)",CDFI2262212025000222,2025-05-13,영업/정상(영업중),37.5515078807033,126.917427073133
에밀리 메니지먼트,외국인관광도시민박업,"서울특별시 중구 퇴계로18길 67-6, 101호 (남산동2가)",CDFI2262212025000023,2025-05-26,영업/정상(영업중),37.5579362979724,126.984921298744
스테이 헤리티지 리버뷰,외국인관광도시민박업,"서울특별시 마포구 동교로8길 64, 5층 501호 (합정동, 더씨에스 한강뷰)",CDFI2262212025000221,2025-05-13,영업/정상(영업중),37.5491590132043,126.905910945872
안식,외국인관광도시민박업,"서울특별시 중랑구 상봉중앙로1가길 9-6, 1층 (상봉동)",CDFI2262212024000002,2024-05-23,영업/정상(영업중),37.5986040846743,127.087010905675
하우스 제이제이,외국인관광도시민박업,"서울특별시 마포구 양화로1길 96, 2층 301호 (합정동)",CDFI2262212025000226,2025-05-16,영업/정상(영업중),37.5524857477088,126.908521982614
앨리 하우스(Alley House),외국인관광도시민박업,"서울특별시 성동구 행당로 112-24, 201호 (행당동)",CDFI2262212025000017,2025-05-19,영업/정상(영업중),37.557861047197,127.031243644809
스테이 마루3 (Stay Maru3),외국인관광도시민박업,"서울특별시 서대문구 연세로2라길 55, 102호 (창천동)",CDFI2262212025000041,2025-05-13,영업/정상(영업중),37.5582934052741,126.941251514838
시크 스테이 합정,외국인관광도시민박업,"서울특별시 마포구 동교로8길 64, 2층 203호 (합정동, 더씨에스 한강뷰)",CDFI2262212025000214,2025-05-13,영업/정상(영업중),37.5491590132043,126.905910945872
Angela stay,외국인관광도시민박업,"서울특별시 마포구 만리재로8길 7-1, 2층 (공덕동)",CDFI2262212025000212,2025-05-12,영업/정상(영업중),37.5486406278196,126.960183123087
Anne stay,외국인관광도시민박업,"서울특별시 마포구 와우산로3안길 5, 2층 201호 (상수동, 석진하우징)",CDFI2262212025000224,2025-05-15,영업/정상(영업중),37.5463275424411,126.922404678307
봉 스테이,외국인관광도시민박업,"서울특별시 강동구 양재대로99길 16-6, 1층 101호 (성내동)",CDFI2262212025000041,2025-05-12,영업/정상(영업중),37.5322716036929,127.136825276952
코지데이즈,외국인관광도시민박업,"서울특별시 마포구 와우산로29길 26, 우림빌딩 3층 303호 (서교동)",CDFI2262212025000229,2025-05-20,영업/정상(영업중),37.5552687128652,126.928584503751
토비스 하우스,외국인관광도시민박업,"서울특별시 마포구 신촌로2안길 31-5, 2층 301호 (동교동)",CDFI2262212025000225,2025-05-15,영업/정상(영업중),37.5572932609493,126.929044556595
서울링크스테이(Seoul Link Stay),외국인관광도시민박업,"서울특별시 중랑구 동일로126다길 34, 201호 (상봉동)",CDFI2262212024000005,2024-10-15,영업/정상(영업중),37.5974848807152,127.085770563508
원더 서울,외국인관광도시민박업,"서울특별시 중랑구 봉우재로71길 73-5, 201호 (망우동)",CDFI2262212025000004,2025-02-26,영업/정상(영업중),37.5968189891748,127.096025579379
"머물다,중랑",외국인관광도시민박업,"서울특별시 중랑구 면목로 256, 303호 (면목동, 세윤팰리스)",CDFI2262212024000007,2024-12-11,영업/정상(영업중),37.5755949345456,127.085853107186
루루스테이(Ruru-stay),외국인관광도시민박업,"서울특별시 중랑구 면목로49길 43, 디엔하임 301호 (면목동)",CDFI2262212025000002,2025-01-16,영업/정상(영업중),37.5827772137869,127.085966530804
Cozy house,외국인관광도시민박업,"서울특별시 중랑구 상봉중앙로6가길 6, 503호 (상봉동, 어반힐 상봉)",CDFI2262212025000001,2025-01-08,영업/정상(영업중),37.6005622734232,127.088257032171
Stay Saga,외국인관광도시민박업,"서울특별시 중랑구 면목로49길 43, 디엔하임 302호 (면목동)",CDFI2262212025000003,2025-01-16,영업/정상(영업중),37.5827772137869,127.085966530804
Going house,외국인관광도시민박업,"서울특별시 송파구 백제고분로41길 16, 일송빌딩 401호 (송파동)",CDFI2262212023000016,2023-09-21,영업/정상(영업중),37.5074876969499,127.107892262861
스테이올로지,외국인관광도시민박업,"서울특별시 송파구 백제고분로45길 21-15, 402호 (송파동, 슬로우밀리402)",CDFI2262212022000007,2022-12-22,영업/정상(영업중),37.5093307167336,127.108661984412
중랑 레몬트리 스테이,외국인관광도시민박업,"서울특별시 중랑구 용마산로70길 7, 1층 (면목동)",CDFI2262212023000005,2023-12-18,영업/정상(영업중),37.5819281721629,127.09393532475
테라스테이(Tera stay),외국인관광도시민박업,"서울특별시 중랑구 상봉중앙로1가길 9-6, 201호 (상봉동)",CDFI2262212024000006,2024-11-14,영업/정상(영업중),37.5986040846743,127.087010905675
하이드아웃,외국인관광도시민박업,"서울특별시 마포구 와우산로3안길 6, 1층 202호 (상수동)",CDFI2262212024000416,2024-11-26,영업/정상(영업중),37.5464963616801,126.92249933123
시스앤브로 하우스,외국인관광도시민박업,"서울특별시 마포구 연남로1길 6-7, 1층 (연남동)",CDFI2262212025000052,2025-01-22,영업/정상(영업중),37.5611188247683,126.922349274585
참새둥지 STAY,외국인관광도시민박업,"서울특별시 강동구 명일로18길 24, 4층 402호 (길동)",CDFI2262212024000035,2024-10-23,영업/정상(영업중),37.5380363472207,127.147627199839
Sun&Jay,외국인관광도시민박업,"서울특별시 마포구 잔다리로7안길 37-5, 지층 102호 (서교동)",CDFI2262212025000233,2025-05-30,영업/정상(영업중),37.5525233932204,126.915639468403
스테이 쉼표,외국인관광도시민박업,"서울특별시 마포구 월드컵로7길 27-12, 3층 (합정동)",CDFI2262212024000119,2024-06-03,영업/정상(영업중),37.5524114227367,126.910056188779
미고스테이,외국인관광도시민박업,"서울특별시 마포구 와우산로3안길 5, 302호 (상수동, 석진하우징)",CDFI2262212024000433,2024-11-27,영업/정상(영업중),37.5463275424411,126.922404678307
클로이 스테이,외국인관광도시민박업,"서울특별시 광진구 아차산로33길 28-12, 201호 (화양동)",CDFI2262212024000032,2024-08-08,영업/정상(영업중),37.5417982493828,127.07080870723
Eirene Waves Hongje (에이레네 웨이브즈 홍제),외국인관광도시민박업,"서울특별시 서대문구 세검정로 91, 2층 (홍제동)",CDFI2262212025000045,2025-05-14,영업/정상(영업중),37.5959143119185,126.948757486974
RS Stay,외국인관광도시민박업,"서울특별시 마포구 와우산로3안길 5, 402호 (상수동, 석진하우징)",CDFI2262212024000425,2024-11-26,영업/정상(영업중),37.5463275424411,126.922404678307
와이지하우스,외국인관광도시민박업,"서울특별시 마포구 동교로8길 64, 4층 401호 (합정동, 더씨에스 한강뷰)",CDFI2262212025000219,2025-05-13,영업/정상(영업중),37.5491590132043,126.905910945872
오아시스 스테이,외국인관광도시민박업,"서울특별시 종로구 종로35가길 13, 3~4층 (효제동)",CDFI2262212025000061,2025-05-14,영업/정상(영업중),37.5719817167233,127.004673621268
Ella House,외국인관광도시민박업,"서울특별시 마포구 와우산로3안길 7, 302호 (상수동, 석진하우징)",CDFI2262212024000419,2024-11-26,영업/정상(영업중),37.5463911393995,126.922247094168
STAY BO,외국인관광도시민박업,"서울특별시 마포구 와우산로3안길 7, 401호 (상수동, 석진하우징)",CDFI2262212024000418,2024-11-26,영업/정상(영업중),37.5463911393995,126.922247094168
스테이 휴가 리버뷰,외국인관광도시민박업,"서울특별시 마포구 동교로8길 64, 4층 402호 (합정동, 더씨에스 한강뷰)",CDFI2262212025000220,2025-05-13,영업/정상(영업중),37.5491590132043,126.905910945872
Luna Rest 302호,외국인관광도시민박업,"서울특별시 서대문구 연세로2라길 55, 302호 (창천동)",CDFI2262212025000044,2025-05-13,영업/정상(영업중),37.5582934052741,126.941251514838
굿데이하우스,외국인관광도시민박업,"서울특별시 마포구 독막로5길 16, 4층 (서교동)",CDFI2262212025000223,2025-05-13,영업/정상(영업중),37.5487619951648,126.918329070907
챗 스테이,외국인관광도시민박업,"서울특별시 마포구 동교로8길 64, 3층 303호 (합정동, 더씨에스 한강뷰)",CDFI2262212025000217,2025-05-13,영업/정상(영업중),37.5491590132043,126.905910945872
Luna Rest 202호,외국인관광도시민박업,"서울특별시 서대문구 연세로2라길 55, 202호 (창천동)",CDFI2262212025000043,2025-05-13,영업/정상(영업중),37.5582934052741,126.941251514838
포토 하우스,외국인관광도시민박업,"서울특별시 마포구 동교로41길 32, 3층 (연남동, 비브릭)",CDFI2262212017000081,2017-09-13,영업/정상(영업중),37.563781611519,126.923564504764
홍대게스트하우스 마마스앤파파스,외국인관광도시민박업,"[121895] 서울특별시 마포구 어울마당로 47, 5층 (서교동)",CDFI2262212013000020,2013-06-12,영업/정상(영업중),37.5494642492429,126.92059815387
잠실 코코네,외국인관광도시민박업,"서울특별시 송파구 백제고분로50길 42-9, 2층 301호 (방이동)",CDFI2262212025000013,2025-03-07,영업/정상(영업중),37.5123997279126,127.119116393446
피리스테이,외국인관광도시민박업,"서울특별시 강동구 양재대로87길 57-5, 1층 101호 (성내동)",CDFI2262212025000042,2025-05-13,영업/정상(영업중),37.5258791268024,127.131883796152
은&채 하우스,외국인관광도시민박업,"서울특별시 송파구 백제고분로48길 12-22, 201호 (방이동)",CDFI2262212025000012,2025-03-07,영업/정상(영업중),37.5105330382326,127.113992690852
하늘둥지,외국인관광도시민박업,"서울특별시 송파구 백제고분로39길 21-5, 5층 501호 (석촌동)",CDFI2262212025000014,2025-03-20,영업/정상(영업중),37.5060224057225,127.103857056021
모드의집,외국인관광도시민박업,"서울특별시 종로구 동숭4나길 13, 1층 (동숭동)",CDFI2262212025000060,2025-05-13,영업/정상(영업중),37.5832099908141,127.004833164279
스테이 마루2,외국인관광도시민박업,"서울특별시 서대문구 연세로2라길 55, 101호 (창천동)",CDFI2262212025000042,2025-05-13,영업/정상(영업중),37.5582934052741,126.941251514838
수풀림,외국인관광도시민박업,"서울특별시 송파구 석촌호수로12길 49-1, 302호 (잠실동)",CDFI2262212025000027,2025-05-13,영업/정상(영업중),37.508234035157,127.080900187109
All-stay,외국인관광도시민박업,"서울특별시 송파구 백제고분로50길 42-7, 지하층 101호 (방이동, 근영빌라)",CDFI2262212025000015,2025-03-24,영업/정상(영업중),37.5124926569263,127.119170493841
룰루 하우스,외국인관광도시민박업,"서울특별시 송파구 석촌호수로18길 23-6, 2층 202호 (석촌동)",CDFI2262212025000016,2025-03-26,영업/정상(영업중),37.5048521803036,127.101996008921
블랙 게스트하우스,외국인관광도시민박업,"서울특별시 마포구 와우산로33길 8, B01호 (서교동)",CDFI2262212020000045,2020-05-21,영업/정상(영업중),37.5554032526923,126.929973237728
느루재,외국인관광도시민박업,"서울특별시 송파구 중대로33길 12, 401호 (오금동, 메트로 빌)",CDFI2262212025000028,2025-05-13,영업/정상(영업중),37.506185530349,127.130434276936
Leo BnB,외국인관광도시민박업,"서울특별시 송파구 삼학사로11길 21, 103호 (삼전동)",CDFI2262212025000020,2025-04-17,영업/정상(영업중),37.5015762837484,127.094323352589
Page1 Stay,외국인관광도시민박업,"서울특별시 송파구 가락로21길 62, 1층 203호 (송파동)",CDFI2262212025000021,2025-04-24,영업/정상(영업중),37.5068170505323,127.111989018325
YG Stay House,외국인관광도시민박업,"서울특별시 마포구 동교로8길 64, 2층 202호 (합정동, 더씨에스 한강뷰)",CDFI2262212025000213,2025-05-13,영업/정상(영업중),37.5491590132043,126.905910945872
에이비씨 스테이,외국인관광도시민박업,"서울특별시 구로구 개봉로11길 45-3, 302호 (개봉동, 고듬하우스)",CDFI2262212025000012,2025-05-15,영업/정상(영업중),37.4878163635553,126.853572996172
스테이 서울라이트,외국인관광도시민박업,"서울특별시 송파구 삼학사로14길 18-1, 102호 (석촌동)",CDFI2262212025000011,2025-03-05,영업/정상(영업중),37.5033056333683,127.099212004991
미소스테이,외국인관광도시민박업,"서울특별시 강서구 곰달래로55길 10-11, B02호 (화곡동)",CDFI2262212025000022,2025-05-16,영업/정상(영업중),37.5327580122141,126.861208723514
헬로 혜화,외국인관광도시민박업,"서울특별시 종로구 창경궁로33길 11, 402호 (명륜2가)",CDFI2262212025000062,2025-05-14,영업/정상(영업중),37.5842846096871,126.998946629027
키키 스테이,외국인관광도시민박업,"서울특별시 종로구 성균관로15가길 27, b102호 (명륜1가)",CDFI2262212024000107,2024-12-12,영업/정상(영업중),37.5895236636766,126.99678327957
스튜디오 나인,외국인관광도시민박업,"서울특별시 종로구 낙산3길 27-1, 2층 202호 (동숭동)",CDFI2262212024000046,2024-09-02,영업/정상(영업중),37.5793033870034,127.006414674286
제시카 하우스,외국인관광도시민박업,"서울특별시 관악구 서원1길 24, B02호 (신림동)",CDFI2262212024000145,2024-11-28,영업/정상(영업중),37.4771153328857,126.934207459206
Okja House,외국인관광도시민박업,"서울특별시 서대문구 신촌로11길 25-29, 202호 (창천동)",CDFI2262212025000047,2025-05-15,영업/정상(영업중),37.5582124351846,126.933015423694
오하이서울,외국인관광도시민박업,"서울특별시 종로구 충신4길 25, 2층 (충신동)",CDFI2262212025000064,2025-05-14,영업/정상(영업중),37.5755971353676,127.008073245517
신촌 힐링 스테이,외국인관광도시민박업,"서울특별시 마포구 고산길 68-3, 2층 301호 (노고산동)",CDFI2262212024000456,2024-12-13,영업/정상(영업중),37.5543779608406,126.94093023845
J스테이,외국인관광도시민박업,"서울특별시 종로구 성균관로 62-11, 101호 (명륜1가)",CDFI2262212025000063,2025-05-14,영업/정상(영업중),37.5881423639529,126.997255931164
스테이 온정,외국인관광도시민박업,"서울특별시 송파구 백제고분로34길 3-47, 101호 (석촌동)",CDFI2262212025000030,2025-05-19,영업/정상(영업중),37.5010092366216,127.10017781794
Twin Stay,외국인관광도시민박업,"서울특별시 송파구 백제고분로45길 3-15, 401호 (송파동)",CDFI2262212025000029,2025-05-19,영업/정상(영업중),37.508470298669,127.110463362354
동우 아트빌,외국인관광도시민박업,"서울특별시 서대문구 신촌로1길 48, 201호 (창천동, 동우아트빌)",CDFI2262212025000046,2025-05-15,영업/정상(영업중),37.5597616322869,126.928894742543
Moonlight Stay,외국인관광도시민박업,"서울특별시 송파구 삼학사로10길 3-16, 202호 (석촌동)",CDFI2262212025000019,2025-04-17,영업/정상(영업중),37.5010795786467,127.097517554397
오다 하우스,외국인관광도시민박업,"서울특별시 송파구 위례성대로2길 40-1, B01호 (방이동)",CDFI2262212025000022,2025-04-28,영업/정상(영업중),37.5137113613756,127.11169550492
Young Stay,외국인관광도시민박업,"서울특별시 송파구 삼학사로6길 24, 번영주택 201호 (석촌동)",CDFI2262212025000026,2025-05-12,영업/정상(영업중),37.4997101733557,127.099423248042
핑크룸(PINKROOM),외국인관광도시민박업,"서울특별시 강북구 인수봉로6길 9-2, 401호 (미아동, 시우파크빌라)",CDFI2262212024000002,2024-06-07,영업/정상(영업중),37.6222433827241,127.013437305758
코지스테이 망원점,외국인관광도시민박업,"서울특별시 마포구 희우정로 92-6, 지층 102호 (망원동)",CDFI2262212025000092,2025-02-12,영업/정상(영업중),37.5539772271861,126.902732702901
"더, 머뭄",외국인관광도시민박업,"서울특별시 송파구 백제고분로33길 31-7, B01호 (석촌동)",CDFI2262212025000023,2025-04-30,영업/정상(영업중),37.505415107366,127.098300966679
logout songpa,외국인관광도시민박업,"서울특별시 송파구 삼학사로6길 24, 번영주택 301호 (석촌동)",CDFI2262212025000025,2025-05-12,영업/정상(영업중),37.4997101733557,127.099423248042
큰숲스테이,외국인관광도시민박업,"서울특별시 은평구 통일로92가길 7, A동 101호 (불광동)",CDFI2262212023000008,2023-09-11,영업/정상(영업중),37.6264624119546,126.921238937878
레스트 인 잠실,외국인관광도시민박업,"서울특별시 송파구 백제고분로41길 15, 401호 (송파동)",CDFI2262212025000018,2025-04-10,영업/정상(영업중),37.5073421898532,127.107689150889
건강한 집,외국인관광도시민박업,"서울특별시 은평구 갈현로5길 16-1, 삼우주택 가동 2층 208호 (역촌동)",CDFI2262212020000001,2020-01-06,영업/정상(영업중),37.6023013535934,126.908416854571
Despacito,외국인관광도시민박업,"서울특별시 은평구 연서로 455, 530동 1층 103호 (진관동, 은평뉴타운 제각말)",CDFI2262212021000002,2021-05-25,영업/정상(영업중),37.6373953656635,126.933915021143
컴포트화계게스트하우스,외국인관광도시민박업,"서울특별시 강북구 도봉로73길 43, 1202호 (수유동)",CDFI2262212025000003,2025-02-04,영업/정상(영업중),37.6334226389303,127.022374619693
제이에스하우스,외국인관광도시민박업,"[122-882] 서울특별시 은평구 증산로 439-3, 201호 (신사동)",CDFI2262212015000003,2015-06-03,영업/정상(영업중),37.5954153932439,126.914228075153
"팡파르, 송파",외국인관광도시민박업,"서울특별시 송파구 토성로15길 12-1, B02호 (풍납동)",CDFI2262212025000024,2025-05-01,영업/정상(영업중),37.5298952150264,127.117675382346
엠마의 집,외국인관광도시민박업,"서울특별시 은평구 연서로24길 7, 2층 (대조동)",CDFI2262212014000001,2014-01-15,영업/정상(영업중),37.6162032944161,126.919730758592
백련산방(에이알490),외국인관광도시민박업,"서울특별시 은평구 백련산로4길 17-5, 지층 2호 (응암동)",CDFI2262212023000012,2023-11-13,영업/정상(영업중),37.5950914587713,126.924895480772
하루를 꿈꾸다,외국인관광도시민박업,"서울특별시 은평구 통일로83길 5-17, 동방 302호 (갈현동)",CDFI2262212023000016,2023-12-15,영업/정상(영업중),37.62041004304,126.918862085943
Memory of MAPO,외국인관광도시민박업,"서울특별시 마포구 월드컵북로 328-13, B01호 (상암동)",CDFI2262212025000024,2025-01-13,영업/정상(영업중),37.5761236820025,126.895433564879
Stay Log-in,외국인관광도시민박업,"서울특별시 은평구 증산로17길 37, 4층 (신사동)",CDFI2262212023000017,2023-12-15,영업/정상(영업중),37.5909047016184,126.909212314156
너랑나랑하우스,외국인관광도시민박업,서울특별시 은평구 갈현로33길 18 (갈현동),CDFI2262212023000015,2023-12-13,영업/정상(영업중),37.6210947408897,126.914574760456
db house,외국인관광도시민박업,"서울특별시 은평구 서오릉로 100, 3층 302호 (대조동)",CDFI2262212020000003,2020-12-31,영업/정상(영업중),37.6089219541909,126.920931605295
오아시스,외국인관광도시민박업,"서울특별시 은평구 통일로53길 9-24, 3층 301호 (녹번동, 현재맨손)",CDFI2262212020000002,2020-08-19,영업/정상(영업중),37.6030666207417,126.93368833292
은평테라스,외국인관광도시민박업,"서울특별시 은평구 진흥로7길 20-4, 401호 (역촌동, 플로라 메종)",CDFI2262212023000002,2023-05-24,영업/정상(영업중),37.6046535210329,126.919605234864
까사미갈루,외국인관광도시민박업,"서울특별시 은평구 갈현로5길 16, 301호 (역촌동)",CDFI2262212023000005,2023-06-27,영업/정상(영업중),37.6021034553702,126.90859670209
알마리브레,외국인관광도시민박업,"서울특별시 은평구 증산로1길 7-14, 종우빌라 나동 301호 (증산동)",CDFI2262212023000011,2023-10-11,영업/정상(영업중),37.5786880053853,126.902929248252
엄지(THUMB),외국인관광도시민박업,서울특별시 은평구 연서로50길 20-9 (진관동),CDFI2262212023000001,2023-02-01,영업/정상(영업중),37.6393301464442,126.939116971001
비비르 스테이 서울,외국인관광도시민박업,"서울특별시 은평구 통일로72길 5-1, 2층 (불광동)",CDFI2262212023000009,2023-09-21,영업/정상(영업중),37.616458674344,126.92471247759
"허그스테이,신림",외국인관광도시민박업,"서울특별시 관악구 관천로25길 53, B101호 (신림동)",CDFI2262212024000023,2024-04-15,영업/정상(영업중),37.486751557721,126.920344701504
스테이은평(Stay Eunpyeong),외국인관광도시민박업,서울특별시 은평구 가좌로11나길 9 (신사동),CDFI2262212021000001,2021-03-29,영업/정상(영업중),37.5966883141126,126.906516617929
공존,외국인관광도시민박업,"서울특별시 관악구 관천로25길 51, 103호 (신림동)",CDFI2262212024000032,2024-04-30,영업/정상(영업중),37.4868584141339,126.920340065257
유스 하우스(yoo's house),외국인관광도시민박업,"서울특별시 관악구 신사로10길 6-12, 101호 (신림동)",CDFI2262212024000043,2024-05-17,영업/정상(영업중),37.486980227408,126.913913265465
