업소명,민박업소형태,주소,지방행정데이터인허가번호,지방행정데이터인허가일자,영업상태,latitude,longitude
아리아하우스,외국인관광도시민박업,"[157855] 서울특별시 강서구 방화대로37길 26, 102동 1101호 (방화동, 방화현대아파트)",CDFI3261142012000002,2012-12-11,영업/정상(영업중),37.5708039187178,126.81400178458
파파스테이(PAPA Stay),외국인관광도시민박업,"[157210] 서울특별시 강서구 양천로47길 94, 101동 1104호 (마곡동, 마곡금호어울림아파트)",CDFI3261142014000001,2014-03-19,영업/정상(영업중),37.574441814534,126.837207289666
나인가든,외국인관광도시민박업,"서울특별시 양천구 목동중앙남로16다길 5-14, 3층 (목동)",CDFI2262212026000006,2026-03-10,영업/정상(영업중),37.5428856529341,126.864819601259
선 스테이 창경,외국인관광도시민박업,"서울특별시 종로구 성균관로1길 12, 101호 (명륜3가)",CDFI2262212026000026,2026-03-09,영업/정상(영업중),37.5831376272952,126.997690408623
혜화 갤러리 아트,외국인관광도시민박업,"서울특별시 종로구 성균관로 62-11, 102호 (명륜1가)",CDFI2262212026000025,2026-03-09,영업/정상(영업중),37.5881423639529,126.997255931164
스테이 지음,외국인관광도시민박업,"서울특별시 강서구 공항대로8가길 2-16, B01호 (공항동)",CDFI2262212026000021,2026-03-10,영업/정상(영업중),37.5586236823038,126.812775902774
디얼 성수,외국인관광도시민박업,"서울특별시 성동구 성수이로5길 6-1, 3층 (성수동2가)",CDFI2262212026000021,2026-03-09,영업/정상(영업중),37.53671901409,127.053584022446
일상고요,외국인관광도시민박업,"서울특별시 중구 다산로33길 61-3, 1층 (신당동)",CDFI2262212026000024,2026-03-09,영업/정상(영업중),37.5634418635676,127.011683228644
메모리스테이 연남2호점,외국인관광도시민박업,"서울특별시 마포구 연남로7길 26, 1층 102호 (연남동)",CDFI2262212026000122,2026-03-04,영업/정상(영업중),37.5636921635547,126.918870101814
다솜하우스,외국인관광도시민박업,"서울특별시 강서구 강서로68길 108, 102동 503호 (등촌동, 동성아파트)",CDFI3261142012000003,2012-12-24,영업/정상(영업중),37.564667250559,126.845702434594
경화 더하우스,외국인관광도시민박업,"서울특별시 은평구 갈현로36길 8, 401호 (갈현동, 경화주택)",CDFI2262212026000021,2026-03-09,영업/정상(영업중),37.6215233207989,126.917587569523
해피하우스,외국인관광도시민박업,"[157839] 서울특별시 강서구 양천로62길 41, 201동 1408호 (등촌동)",CDFI3261142013000002,2013-02-21,영업/정상(영업중),37.5558425017385,126.859990044713
명륜 홈스테이,외국인관광도시민박업,"서울특별시 종로구 명륜2길 40-18, 301호 (명륜3가)",CDFI2262212026000023,2026-03-09,영업/정상(영업중),37.5896287855775,126.996000889639
스테이 담소,외국인관광도시민박업,"서울특별시 강동구 양재대로95길 29, 5층 501호 (성내동)",CDFI2262212026000017,2026-03-10,영업/정상(영업중),37.5303163410995,127.135183166757
김사장 하우스-DDM,외국인관광도시민박업,"서울특별시 동대문구 천호대로24길 38, B101호 (용두동)",CDFI2262212026000010,2026-03-10,영업/정상(영업중),37.5721915610926,127.033577335014
유오스테이,외국인관광도시민박업,"서울특별시 강서구 공항대로65가길 19-1, 102동 302호 (염창동, 리치웰강서)",CDFI2262212026000020,2026-03-10,영업/정상(영업중),37.5511004728075,126.870170452242
제이씨하우스(JC House),외국인관광도시민박업,"[157851] 서울특별시 강서구 금낭화로7길 32, 5층 (방화동)",CDFI3261142015000001,2015-03-04,영업/정상(영업중),37.5687182479511,126.810010116381
에어포트 스테이 서울,외국인관광도시민박업,"서울특별시 강서구 남부순환로11가길 100, B01호 (공항동)",CDFI2262212026000019,2026-03-10,영업/정상(영업중),37.5581027168033,126.813509915581
stay 다온,외국인관광도시민박업,"서울특별시 강동구 올림픽로62길 9-14, 8층 803호 (성내동)",CDFI2262212026000015,2026-03-09,영업/정상(영업중),37.5369625268254,127.123801201293
로뎀하우스,외국인관광도시민박업,[157015] 서울특별시 강서구 강서로45다길 25 (화곡동),CDFI3261142012000001,2012-12-07,영업/정상(영업중),37.5468194142253,126.835044572459
명륜2길 HOME,외국인관광도시민박업,"서울특별시 종로구 명륜2길 40-18, 101호 (명륜3가)",CDFI2262212026000024,2026-03-09,영업/정상(영업중),37.5896287855775,126.996000889639
더심플하우스,외국인관광도시민박업,"[157811] 서울특별시 강서구 공항대로5길 34, 3층 (공항동)",CDFI3261142014000005,2014-08-14,영업/정상(영업중),37.561733670329,126.812959852169
아삼스테이,외국인관광도시민박업,"서울특별시 용산구 소월로30길 13, 101호 (용산동2가)",CDFI2262212026000038,2026-03-06,영업/정상(영업중),37.5458379994236,126.988422041146
자갈스테이 성내,외국인관광도시민박업,"서울특별시 강동구 올림픽로62길 9-14, 7층 701호 (성내동)",CDFI2262212026000016,2026-03-10,영업/정상(영업중),37.5369625268254,127.123801201293
로우 하우스,외국인관광도시민박업,"서울특별시 용산구 보광로51길 6-4, 2층 (이태원동)",CDFI2262212026000039,2026-03-06,영업/정상(영업중),37.5319172700399,126.994601064411
잠시스테이,외국인관광도시민박업,"서울특별시 송파구 올림픽로32길 22-10, 2층 201호 (방이동)",CDFI2262212026000025,2026-03-09,영업/정상(영업중),37.5139404969225,127.108983793588
더코지코너,외국인관광도시민박업,"서울특별시 강남구 봉은사로24길 20, B102호 (역삼동)",CDFI2262212026000084,2026-03-10,영업/정상(영업중),37.5055384788168,127.032521887847
숨 스테이,외국인관광도시민박업,"서울특별시 강동구 성안로27길 4-5, 2층 203호 (천호동)",CDFI2262212026000018,2026-03-10,영업/정상(영업중),37.5394370805679,127.135885201491
서계스테이,외국인관광도시민박업,"서울특별시 용산구 청파로77길 38, 101호 (서계동)",CDFI2262212026000041,2026-03-06,영업/정상(영업중),37.5519232725327,126.968344299572
시크릿가든 이태원,외국인관광도시민박업,"서울특별시 용산구 녹사평대로26나길 18, 1층 (이태원동)",CDFI2262212026000040,2026-03-06,영업/정상(영업중),37.5320978018657,126.9940036824
더나루 B&B,외국인관광도시민박업,"[157240] 서울특별시 강서구 공항대로13길 19, 2,3층 (공항동)",CDFI3261142015000004,2015-06-15,영업/정상(영업중),37.5619556068678,126.813542982314
샤론,외국인관광도시민박업,"[157839] 서울특별시 강서구 화곡로68길 115, 102동 1206호 (등촌동, 등촌우성아파트)",CDFI3261142013000006,2013-10-22,영업/정상(영업중),37.5573285674133,126.860337997066
체라스코지서울(cera's cosy seoul),외국인관광도시민박업,"서울특별시 강서구 방화동로12나길 26, 1층층 (방화동)",CDFI3261142016000001,2016-01-05,영업/정상(영업중),37.5654860891321,126.81464467433
블루스테이(Blue Stay),외국인관광도시민박업,"서울특별시 강서구 등촌로13나길 13, 202호 (화곡동, 에코캐슬)",CDFI3261142015000005,2015-11-11,영업/정상(영업중),37.5360239076168,126.861396260237
秀家(수가),외국인관광도시민박업,"[157010] 서울특별시 강서구 우현로 67, 130동 1501호 (화곡동, 강서힐스테이트)",CDFI3261142015000002,2015-04-02,영업/정상(영업중),37.5475461876358,126.837207520139
마나룸,외국인관광도시민박업,"서울특별시 관악구 신림로70길 62-6, B02호 (신림동)",CDFI2262212026000056,2026-03-10,영업/정상(영업중),37.4866671922313,126.931815691406
연희포레스트 그린,외국인관광도시민박업,"서울특별시 서대문구 연희로15길 5, 403호 (연희동)",CDFI2262212026000047,2026-03-11,영업/정상(영업중),37.5678468950266,126.931163690153
리 스테이,외국인관광도시민박업,"서울특별시 구로구 안양천로537다길 32, 201호 (고척동)",CDFI2262212026000011,2026-02-13,영업/정상(영업중),37.5020621106386,126.868373548824
스테이마루,외국인관광도시민박업,"서울특별시 송파구 오금로23길 8-3, 203호 (방이동)",CDFI2262212026000026,2026-03-11,영업/정상(영업중),37.5093594324361,127.116168943696
제뉴어리 연희,외국인관광도시민박업,"서울특별시 서대문구 연희로15길 5, 303호 (연희동)",CDFI2262212026000046,2026-03-11,영업/정상(영업중),37.5678468950266,126.931163690153
스테이 고척101,외국인관광도시민박업,"서울특별시 구로구 중앙로14나길 6-21, 101호 (고척동)",CDFI2262212026000016,2026-03-11,영업/정상(영업중),37.5052755504584,126.865578244333
스테이온기,외국인관광도시민박업,"서울특별시 송파구 백제고분로44길 21-1, 대중빌라 102호 (송파동)",CDFI2262212026000027,2026-03-11,영업/정상(영업중),37.5067470427891,127.112840781
로데오 원 스테이,외국인관광도시민박업,"서울특별시 강남구 언주로153길 10-13, B02호 (신사동)",CDFI2262212026000086,2026-03-11,영업/정상(영업중),37.5234730256357,127.031954430369
홍대 스테이유,외국인관광도시민박업,"서울특별시 마포구 동교로32길 9, 지층 101호 (연남동)",CDFI2262212026000062,2026-02-13,영업/정상(영업중),37.5608196306006,126.92489775245
마루온,외국인관광도시민박업,"서울특별시 마포구 망원로7길 44-7, 1층 (망원동)",CDFI2262212026000061,2026-02-13,영업/정상(영업중),37.5596765891738,126.904963536535
쁘띠맨숀47,외국인관광도시민박업,"서울특별시 마포구 독막로 47, 2층 (합정동)",CDFI2262212026000148,2026-03-12,영업/정상(영업중),37.548078517654,126.918618946008
Global Haven,외국인관광도시민박업,"서울특별시 용산구 후암로57길 37-3, 1층 (동자동)",CDFI2262212026000048,2026-03-12,영업/정상(영업중),37.5518003571204,126.97418924418
동대문 스테이,외국인관광도시민박업,"서울특별시 동대문구 안암로20가길 8, 3층 (제기동)",CDFI2262212026000012,2026-03-11,영업/정상(영업중),37.5874188253552,127.035668812657
썬스테이앤코,외국인관광도시민박업,"서울특별시 구로구 공원로8길 45, 3층 (구로동)",CDFI2262212026000014,2026-03-06,영업/정상(영업중),37.5038928913186,126.891543022483
이태원 서울역 사이,외국인관광도시민박업,"서울특별시 용산구 두텁바위로47길 25, 1층 (후암동)",CDFI2262212026000046,2026-03-12,영업/정상(영업중),37.54787218103,126.981352955021
호호 하우스(hoho house),외국인관광도시민박업,"서울특별시 성동구 용답29길 50-11, 202호 (용답동)",CDFI2262212026000022,2026-03-11,영업/정상(영업중),37.566463444128,127.051860271038
송정 자미앤(ZAMI&),외국인관광도시민박업,"서울특별시 성동구 동일로43나길 19, 102호 (송정동)",CDFI2262212026000023,2026-03-11,영업/정상(영업중),37.5546703163376,127.070589786983
Dalgonastay M,외국인관광도시민박업,"서울특별시 마포구 월드컵로25길 45, 1층 101호 (망원동)",CDFI2262212026000067,2026-02-13,영업/정상(영업중),37.5578870985848,126.905273990321
JUNI STAY DMC,외국인관광도시민박업,"서울특별시 마포구 매봉산로2길 81, 5층 502호 (상암동)",CDFI2262212026000063,2026-02-13,영업/정상(영업중),37.5757983096433,126.896429083918
송버드 스테이,외국인관광도시민박업,"서울특별시 마포구 와우산로5길 54, 202호 (상수동)",CDFI2262212026000069,2026-02-13,영업/정상(영업중),37.5473416728631,126.920191101749
작전명 행복,외국인관광도시민박업,"서울특별시 마포구 연희로1길 55-6, 3층 (연남동)",CDFI2262212026000068,2026-02-13,영업/정상(영업중),37.5613572689331,126.926061405643
파라솔스테이,외국인관광도시민박업,"서울특별시 마포구 양화진4길 4-4, 지층 (합정동)",CDFI2262212026000065,2026-02-13,영업/정상(영업중),37.5475361543317,126.912134144647
아이엠 하우스,외국인관광도시민박업,"서울특별시 관악구 봉천로55길 11, 2층 (봉천동)",CDFI2262212023000002,2023-05-12,영업/정상(영업중),37.481586868152,126.955687212376
루비브릭 스테이,외국인관광도시민박업,서울특별시 서대문구 성산로18길 23 (연희동),CDFI2262212026000029,2026-02-13,영업/정상(영업중),37.5618279136496,126.930910944705
nesty home,외국인관광도시민박업,"서울특별시 광진구 능동로13길 78-4, 201호 (화양동)",CDFI2262212026000036,2026-03-06,영업/정상(영업중),37.5451263583085,127.06914006262
더 클래식,외국인관광도시민박업,"서울특별시 서대문구 홍연2길 16, 202호 (연희동, 더클래식 하우스)",CDFI2262212026000030,2026-02-13,영업/정상(영업중),37.5743266617599,126.928123802042
원스테이,외국인관광도시민박업,"서울특별시 송파구 오금로23길 8-3, 201호 (방이동)",CDFI2262212026000024,2026-03-06,영업/정상(영업중),37.5093594324361,127.116168943696
민스테이2,외국인관광도시민박업,"서울특별시 마포구 월드컵북로8길 23, 502호 (연남동)",CDFI2262212022000027,2022-04-14,영업/정상(영업중),37.5595573115744,126.918479135997
홍홈,외국인관광도시민박업,"서울특별시 마포구 동교로27길 44-10, 지층 102호 (연남동)",CDFI2262212026000066,2026-02-13,영업/정상(영업중),37.5600458561077,126.921982099463
다올,외국인관광도시민박업,"서울특별시 은평구 연서로29길 25-7, 2층 (갈현동)",CDFI2262212026000017,2026-03-03,영업/정상(영업중),37.6191737945239,126.917428300361
더 화곡 스테이(The Hwagok Stay),외국인관광도시민박업,"서울특별시 강서구 화곡로31가길 28, 201호 (화곡동)",CDFI2262212026000018,2026-03-06,영업/정상(영업중),37.545564939899,126.841950898283
민스테이1,외국인관광도시민박업,"서울특별시 마포구 월드컵북로8길 23, 501호 (연남동)",CDFI2262212022000023,2022-04-04,영업/정상(영업중),37.5595573115744,126.918479135997
우니스테이,외국인관광도시민박업,"서울특별시 서대문구 연희로2길 40, 202호 (창천동)",CDFI2262212026000041,2026-03-06,영업/정상(영업중),37.5600795208548,126.928030421719
"Haru Stay, DMC",외국인관광도시민박업,"서울특별시 마포구 성암로15길 7-1, 3층 (상암동)",CDFI2262212024000159,2024-07-09,영업/정상(영업중),37.5784359647661,126.895809465267
블루브릭스 송파,외국인관광도시민박업,"서울특별시 송파구 동남로23길 40-27, 601호 (오금동)",CDFI2262212026000023,2026-03-06,영업/정상(영업중),37.5031721540723,127.135369107802
봄봄 하우스,외국인관광도시민박업,"서울특별시 서대문구 불광천길 264-1, 201호 (북가좌동)",CDFI2262212026000040,2026-03-06,영업/정상(영업중),37.5859221554265,126.913206747231
하늘온,외국인관광도시민박업,"서울특별시 마포구 망원로7길 44-7, 2층 (망원동)",CDFI2262212026000064,2026-02-13,영업/정상(영업중),37.5596765891738,126.904963536535
잠실의 하루,외국인관광도시민박업,"서울특별시 송파구 석촌호수로12길 49, 102호 (잠실동)",CDFI2262212023000024,2023-12-12,영업/정상(영업중),37.50825643913,127.081076876683
Maji's house,외국인관광도시민박업,"서울특별시 용산구 이태원로15길 33, 지층 102호 (이태원동, 운산빌라)",CDFI2262212016000016,2016-07-04,영업/정상(영업중),37.5353915902969,126.990000757231
Moon Stay,외국인관광도시민박업,"서울특별시 강동구 상암로5길 28, 101호 (암사동)",CDFI2262212024000015,2024-05-14,영업/정상(영업중),37.5515748248399,127.127536014121
공감나눔NO.1,외국인관광도시민박업,"서울특별시 강서구 방화대로5다길 34-6, 2층 (공항동)",CDFI2262212026000017,2026-02-27,영업/정상(영업중),37.5552223235398,126.814025013535
메종 후암,외국인관광도시민박업,"서울특별시 용산구 후암로4길 14-5, 301호 (후암동)",CDFI2262212026000035,2026-02-23,영업/정상(영업중),37.5468611764806,126.979231223507
for:rest 잠실,외국인관광도시민박업,"서울특별시 송파구 가락로21길 61-1, 동현빌라 203호 (송파동)",CDFI2262212024000002,2024-01-19,영업/정상(영업중),37.5066726574331,127.111853874768
미담 스테이,외국인관광도시민박업,"서울특별시 서대문구 세무서1길 7, 301호 (홍제동)",CDFI2262212026000038,2026-02-27,영업/정상(영업중),37.5890157852059,126.945165538282
포근,외국인관광도시민박업,"서울특별시 강동구 구천면로34길 52, 에덴빌32차 302호 (천호동)",CDFI2262212024000007,2024-03-29,영업/정상(영업중),37.5424180507441,127.134138994152
달마을스테이 102,외국인관광도시민박업,"서울특별시 양천구 목동중앙본로27길 33-1, 1층 (목동)",CDFI2262212026000005,2026-02-24,영업/정상(영업중),37.5440386688075,126.868415881153
SM HOUSE(SMILE MAKE),외국인관광도시민박업,"서울특별시 강남구 테헤란로21길 25, 태림빌딩 4층 (역삼동)",CDFI2262212026000077,2026-02-27,영업/정상(영업중),37.5017838230091,127.034069058397
어거스트 가든,외국인관광도시민박업,서울특별시 서대문구 간호대로4길 14-7 (홍제동),CDFI2262212026000037,2026-02-27,영업/정상(영업중),37.5977918359245,126.948226361384
스테이 산 (Stay SAN),외국인관광도시민박업,"서울특별시 관악구 약수암길 1-8, 307동 1305호 (신림동)",CDFI2262212026000050,2026-02-24,영업/정상(영업중),37.4613150997203,126.932258629618
우드 그린 하우스,외국인관광도시민박업,"서울특별시 용산구 회나무로10길 5-8, 1층 (이태원동)",CDFI2262212026000036,2026-02-25,영업/정상(영업중),37.538721808488,126.989319047986
네스트 인 망원 3,외국인관광도시민박업,"서울특별시 마포구 성미산로3가길 9, 3층 (성산동)",CDFI2262212026000109,2026-02-27,영업/정상(영업중),37.5596256654753,126.908593159077
키치하우스,외국인관광도시민박업,"서울특별시 서대문구 이화여대7길 20-5, 3층 (대현동)",CDFI2262212026000035,2026-02-24,영업/정상(영업중),37.5589912521924,126.944467505712
Casa-Golden,외국인관광도시민박업,"서울특별시 서대문구 신촌로3가길 16, 802호 (창천동)",CDFI2262212026000034,2026-02-24,영업/정상(영업중),37.5581969518079,126.929782635548
남산 203,외국인관광도시민박업,"서울특별시 중구 퇴계로6길 46-5, 2층 (남창동)",CDFI2262212026000017,2026-02-24,영업/정상(영업중),37.5562518588587,126.979393173386
남산 203 게스트하우스,외국인관광도시민박업,"서울특별시 중구 퇴계로6길 46-5, 1층 (남창동)",CDFI2262212026000016,2026-02-24,영업/정상(영업중),37.5562518588587,126.979393173386
모아라 스테이,외국인관광도시민박업,"서울특별시 서대문구 신촌로3나길 15-6, B102호 (창천동)",CDFI2262212026000036,2026-02-24,영업/정상(영업중),37.5589516105096,126.930669700605
유스스페이스,외국인관광도시민박업,"서울특별시 마포구 잔다리로6길 26, 5층 502호 (서교동, 디자인텔)",CDFI2262212025000298,2025-07-31,영업/정상(영업중),37.5521500686161,126.9205148419
감길스테이,외국인관광도시민박업,서울특별시 서대문구 수색로8가길 29 (북가좌동),CDFI2262212026000033,2026-02-20,영업/정상(영업중),37.5766090298518,126.905118394956
스테이 블루,외국인관광도시민박업,"서울특별시 마포구 신촌로10길 35, 101호 (동교동)",CDFI2262212026000088,2026-02-23,영업/정상(영업중),37.5551352141892,126.932304736402
헤븐리스테이서울,외국인관광도시민박업,"서울특별시 송파구 백제고분로44길 21-1, 대중빌라 지하1층 B02호 (송파동)",CDFI2262212026000019,2026-02-19,영업/정상(영업중),37.5067470427891,127.112840781
아늑,외국인관광도시민박업,"서울특별시 용산구 이태원로23길 25-2, 102호 (이태원동)",CDFI2262212026000031,2026-02-20,영업/정상(영업중),37.5352415636053,126.992266801597
한양힐링하우스,외국인관광도시민박업,서울특별시 관악구 남부순환로231길 46-5 (봉천동),CDFI2262212024000085,2024-08-13,영업/정상(영업중),37.4811663263275,126.958553562716
시스테이,외국인관광도시민박업,"서울특별시 강남구 언주로114길 29-12, B01호 (논현동)",CDFI2262212026000070,2026-02-20,영업/정상(영업중),37.5111639254356,127.039803973142
마포유영,외국인관광도시민박업,"서울특별시 마포구 광성로4길 18-12, 102호 (신수동)",CDFI2262212026000134,2026-03-09,영업/정상(영업중),37.5489367851017,126.937002101024
하리스 스테이,외국인관광도시민박업,"서울특별시 마포구 독막로29길 38-5, 101호 (신수동)",CDFI2262212026000086,2026-02-20,영업/정상(영업중),37.5482159474225,126.938639375585
썬치즈스테이,외국인관광도시민박업,서울특별시 동대문구 답십리로40길 3-17 (답십리동),CDFI2262212026000005,2026-02-21,영업/정상(영업중),37.5735295602678,127.051516738831
플라워니 스테이,외국인관광도시민박업,"서울특별시 종로구 낙산3길 19-7, 2층 202호 (동숭동)",CDFI2262212025000079,2025-06-27,영업/정상(영업중),37.5800453658265,127.006221940323
스마일 하우스,외국인관광도시민박업,"서울특별시 마포구 월드컵북로48길 33-5, 1층 1호 (상암동)",CDFI2262212023000113,2023-08-25,영업/정상(영업중),37.5774986141264,126.895247568146
홍제Min스테이,외국인관광도시민박업,서울특별시 서대문구 홍제내4길 4-9 (홍제동),CDFI2262212026000032,2026-02-20,영업/정상(영업중),37.5873144952041,126.936635993626
윤지스테이,외국인관광도시민박업,"서울특별시 송파구 송파대로43길 23, 3층 303호 (석촌동)",CDFI2262212026000020,2026-02-20,영업/정상(영업중),37.5033444778543,127.10554094434
스테이 에이치,외국인관광도시민박업,"서울특별시 마포구 서강로11길 28, 2층 (창전동)",CDFI2262212026000133,2026-03-09,영업/정상(영업중),37.5539800098449,126.932243197715
메모리 조선,외국인관광도시민박업,"서울특별시 마포구 동교로30길 9, 4층 (동교동)",CDFI2262212026000132,2026-03-09,영업/정상(영업중),37.560513878337,126.924828453037
온 스테이 24,외국인관광도시민박업,"서울특별시 마포구 와우산로26길 58, 201호 (창전동, 살롬하우스)",CDFI2262212026000130,2026-03-09,영업/정상(영업중),37.5530658038023,126.928634476657
제이와이스테이 2,외국인관광도시민박업,"서울특별시 마포구 성미산로11길 117, 202호 (성산동)",CDFI2262212026000147,2026-03-11,영업/정상(영업중),37.5658232798949,126.915390850205
홍대플레이하우스,외국인관광도시민박업,"서울특별시 서대문구 신촌로3나길 24, 502호 (창천동)",CDFI2262212026000031,2026-02-20,영업/정상(영업중),37.5583280168627,126.930493268475
79스테이,외국인관광도시민박업,"서울특별시 동대문구 제기로20길 17, 3층 (제기동)",CDFI2262212026000006,2026-02-21,영업/정상(영업중),37.5858568835429,127.04166110854
번역가의 방,외국인관광도시민박업,"서울특별시 마포구 모래내로7길 74-5, 102호 (성산동)",CDFI2262212026000128,2026-03-09,영업/정상(영업중),37.5680296184625,126.908945898363
다온하우스M,외국인관광도시민박업,"서울특별시 마포구 포은로8길 25, 2층 (망원동)",CDFI2262212026000091,2026-02-24,영업/정상(영업중),37.5566422676125,126.906159803369
고즈넉,외국인관광도시민박업,"서울특별시 성북구 성북로6가길 10, B02호 (성북동, 화영빌라)",CDFI2262212026000013,2026-02-19,영업/정상(영업중),37.590478106477,127.00514964907
스테이문 상수,외국인관광도시민박업,"서울특별시 마포구 와우산로 8-7, 1층 (상수동)",CDFI2262212026000131,2026-03-09,영업/정상(영업중),37.5452740873727,126.923359465435
체크 포인트 홍대,외국인관광도시민박업,"서울특별시 마포구 와우산로26길 58, 401호 (창전동, 살롬하우스)",CDFI2262212026000129,2026-03-09,영업/정상(영업중),37.5530658038023,126.928634476657
히든 잼 동묘,외국인관광도시민박업,"서울특별시 종로구 지봉로8길 1-10, 101호 (숭인동)",CDFI2262212026000027,2026-03-11,영업/정상(영업중),37.5755477497167,127.016101651635
어반 헤이븐,외국인관광도시민박업,"서울특별시 서대문구 신촌로3나길 8-10, 303호 (창천동, 창천네오빌)",CDFI2262212026000043,2026-03-10,영업/정상(영업중),37.558569254034,126.929648509717
창신마루,외국인관광도시민박업,서울특별시 종로구 창신12길 49-20 (창신동),CDFI2262212024000048,2024-09-02,영업/정상(영업중),37.5776094755141,127.011673894789
리버사이드,외국인관광도시민박업,서울특별시 강서구 개화동로11길 19-8 (개화동),CDFI3261142016000005,2016-04-05,영업/정상(영업중),37.5790289779095,126.801272724063
온 스테이,외국인관광도시민박업,"서울특별시 동대문구 고산자로 516-1, 302호 (제기동)",CDFI2262212024000023,2024-08-07,영업/정상(영업중),37.5857392960756,127.038775425346
파라다이스,외국인관광도시민박업,"서울특별시 마포구 토정로2길 11, 202호 (합정동)",CDFI2262212024000205,2024-08-05,영업/정상(영업중),37.5451040964414,126.913241757682
스테이 눅,외국인관광도시민박업,"서울특별시 서대문구 통일로9길 6-14, 2층 (냉천동)",CDFI2262212026000044,2026-03-10,영업/정상(영업중),37.5675104750596,126.964391618779
망고스틴 3호,외국인관광도시민박업,"서울특별시 강서구 화곡로35길 23-5, 3호 (화곡동, 망고스틴)",CDFI3261142016000003,2016-01-11,영업/정상(영업중),37.54555957832,126.842997284386
메모리메종 동교점,외국인관광도시민박업,"서울특별시 마포구 동교로30길 9, 3층 (동교동)",CDFI2262212026000140,2026-03-10,영업/정상(영업중),37.560513878337,126.924828453037
Comfy & Cozy,외국인관광도시민박업,"서울특별시 마포구 홍익로5안길 20, 재강빌딩 4~5층 (서교동)",CDFI2262212026000082,2026-02-19,영업/정상(영업중),37.5537968934286,126.92156433678
더 모먼트,외국인관광도시민박업,"서울특별시 마포구 와우산로3안길 7, 301호 (상수동, 석진하우징)",CDFI2262212024000421,2024-11-26,영업/정상(영업중),37.5463911393995,126.922247094168
Casa Choi(최가네 집),외국인관광도시민박업,"서울특별시 도봉구 덕릉로59길 93, 4층 (창동)",CDFI2262212024000004,2024-11-05,영업/정상(영업중),37.6420937015962,127.034731281707
망고스틴 2호,외국인관광도시민박업,"서울특별시 강서구 화곡로35길 23-5, 2호 (화곡동, 망고스틴)",CDFI3261142016000002,2016-01-11,영업/정상(영업중),37.54555957832,126.842997284386
뉴봄스테이,외국인관광도시민박업,"서울특별시 서대문구 신촌로3가길 16, 702호 (창천동)",CDFI2262212025000024,2025-02-28,영업/정상(영업중),37.5581969518079,126.929782635548
스테이 누아,외국인관광도시민박업,"서울특별시 서대문구 연세로12길 20, 우석빌딩 402호 (창천동)",CDFI2262212025000027,2025-03-17,영업/정상(영업중),37.5588890830147,126.938132412264
모노성수,외국인관광도시민박업,서울특별시 성동구 둘레23길 14-19 (성수동2가),CDFI2262212025000051,2025-12-16,영업/정상(영업중),37.5357086822619,127.059501157602
Pineville Room A.B.C,외국인관광도시민박업,"서울특별시 강서구 강서로 532, 109동 304호 (가양동, 대아아파트)",CDFI3261142016000004,2016-01-20,영업/정상(영업중),37.5712750358337,126.842277493004
송스테이 연트럴파크,외국인관광도시민박업,"서울특별시 마포구 성미산로19길 29, 3층 303호 (연남동)",CDFI2262212025000227,2025-05-16,영업/정상(영업중),37.5629949700782,126.918213367674
TOM House,외국인관광도시민박업,"서울특별시 관악구 호암로22길 56-4, B02호 (신림동)",CDFI2262212024000094,2024-08-27,영업/정상(영업중),37.4684639080596,126.935817300444
나미나스테이,외국인관광도시민박업,"서울특별시 영등포구 영등포로43가길 6-1, 3층 (영등포동5가)",CDFI2262212024000025,2024-12-13,영업/정상(영업중),37.5206662539878,126.907775672316
스테이드림,외국인관광도시민박업,"서울특별시 송파구 삼학사로8길 26, B02호 (석촌동)",CDFI2262212025000094,2025-12-02,영업/정상(영업중),37.5001235848351,127.099708330025
가온,외국인관광도시민박업,"서울특별시 용산구 회나무로28길 21, 1층 (이태원동)",CDFI2262212026000006,2026-01-12,영업/정상(영업중),37.5393964545265,126.992540419625
소울 스테이 아틀리에 영등포,외국인관광도시민박업,"서울특별시 영등포구 당산로32길 8-2, 3층 (당산동3가)",CDFI2262212026000017,2026-03-09,영업/정상(영업중),37.5262751995397,126.897636235074
YH STAY,외국인관광도시민박업,"서울특별시 성동구 왕십리로33길 9, 3층 (하왕십리동)",CDFI2262212024000078,2024-12-30,영업/정상(영업중),37.5640647904923,127.027154773856
스테이 로라,외국인관광도시민박업,"서울특별시 영등포구 당산로18길 11-1, 201호 (당산동1가)",CDFI2262212026000016,2026-03-09,영업/정상(영업중),37.523030286112,126.897480597665
후암3쉐어하우스,외국인관광도시민박업,서울특별시 용산구 한강대로102다길 45-3 (후암동),CDFI2262212026000042,2026-03-09,영업/정상(영업중),37.5479728961215,126.975363375505
cozy stay,외국인관광도시민박업,"서울특별시 광진구 아차산로22길 38, 102호 (자양동)",CDFI2262212024000006,2024-03-18,영업/정상(영업중),37.540273830663,127.063721221778
LUMINA,외국인관광도시민박업,"서울특별시 마포구 월드컵로11길 72, 4층 401호 (망원동)",CDFI2262212026000108,2026-02-26,영업/정상(영업중),37.5538886806652,126.907123511773
스테이 에스제이,외국인관광도시민박업,"서울특별시 마포구 신촌로2안길 42, 위저드 빌 II 2층 (동교동)",CDFI2262212026000098,2026-02-25,영업/정상(영업중),37.5567428579938,126.929221745125
아몬드 스태이,외국인관광도시민박업,"서울특별시 마포구 양화로6길 99-3, 2층 (서교동)",CDFI2262212026000097,2026-02-25,영업/정상(영업중),37.5485426970235,126.919781982189
