업소명,민박업소형태,주소,지번주소,지방행정데이터인허가번호,지방행정데이터인허가일자,영업상태,latitude,longitude,coord_duplicate_count
J' Stay,외국인관광도시민박업,"서울특별시 마포구 성암로 219-3, 3층 (상암동)",서울 마포구 상암동 2-34,CDFI2262212025000080,2025-02-10,영업/정상(영업중),37.5786949679191,126.895365213883,2
YOUNGSTAY2,외국인관광도시민박업,"서울특별시 마포구 월드컵북로4길 15-4, 1층 202호 (동교동)",서울 마포구 동교동 203-25,CDFI2262212025000015,2025-01-07,영업/정상(영업중),37.5573986692747,126.920678239322,5
에이트 하우스,외국인관광도시민박업,"서울특별시 마포구 성미산로3나길 33, 204호 (성산동, 성산이튼캐슬)",서울 마포구 성산동 258-5,CDFI2262212025000003,2025-01-02,영업/정상(영업중),37.5604040637231,126.9075864834,2
블루 스테이,외국인관광도시민박업,"서울특별시 마포구 동교로52길 10-5, 2층 201호 (연남동)",서울 마포구 연남동 224-4,CDFI2262212025000138,2025-02-28,영업/정상(영업중),37.5637796456306,126.927007283433,2
메종 서울,외국인관광도시민박업,"서울특별시 마포구 성미산로3나길 33, 201호 (성산동, 성산이튼캐슬)",서울 마포구 성산동 258-5,CDFI2262212025000002,2025-01-02,영업/정상(영업중),37.5604040637231,126.9075864834,2
스테이 유,외국인관광도시민박업,"서울특별시 마포구 동교로51길 43, 202호 (연남동)",서울 마포구 연남동 223-122,CDFI2262212024000078,2024-04-25,영업/정상(영업중),37.5654887214966,126.9245336917,5
에이치 스테이,외국인관광도시민박업,"서울특별시 마포구 성지3길 59, 2층 (합정동)",서울 마포구 합정동 361-45,CDFI2262212025000133,2025-02-26,영업/정상(영업중),37.54627062502,126.916244110253,2
YOUNGSTAY1,외국인관광도시민박업,"서울특별시 마포구 월드컵북로4길 15-4, 지층 101호 (동교동)",서울 마포구 동교동 203-25,CDFI2262212025000014,2025-01-07,영업/정상(영업중),37.5573986692747,126.920678239322,5
그린 스테이,외국인관광도시민박업,"서울특별시 마포구 동교로52길 10-5, 3층 301호 (연남동)",서울 마포구 연남동 224-4,CDFI2262212025000139,2025-02-28,영업/정상(영업중),37.5637796456306,126.927007283433,2
우광,외국인관광도시민박업,"서울특별시 마포구 고산2길 17, 1층 202호 (노고산동)",서울 마포구 노고산동 31-101,CDFI2262212025000088,2025-02-12,영업/정상(영업중),37.5534926385432,126.938456806223,2
샘스테이2,외국인관광도시민박업,"서울특별시 마포구 월드컵북로4길 15-4, 1층 201호 (동교동)",서울 마포구 동교동 203-25,CDFI2262212025000018,2025-01-07,영업/정상(영업중),37.5573986692747,126.920678239322,5
Bomi's House,외국인관광도시민박업,"서울특별시 마포구 동교로41길 12, 지층 2호 (연남동)",서울 마포구 연남동 229-47,CDFI2262212025000137,2025-02-28,영업/정상(영업중),37.5629779139299,126.924109291658,6
홍세븐,외국인관광도시민박업,"서울특별시 마포구 와우산로29길 48-10, 202호 (서교동)",서울 마포구 서교동 328-70,CDFI2262212025000126,2025-02-24,영업/정상(영업중),37.5558348330301,126.927881945661,3
모민 하우스,외국인관광도시민박업,"서울특별시 마포구 동교로32길 17, 지층 101호 (연남동)",서울 마포구 연남동 381-16,CDFI2262212025000130,2025-02-25,영업/정상(영업중),37.560665806362,126.925285778916,3
미주남,외국인관광도시민박업,"서울특별시 마포구 월드컵로7길 93-8, 302호 (합정동)",서울 마포구 합정동 434-5,CDFI2262212025000033,2025-01-13,영업/정상(영업중),37.5516643166815,126.907262639028,3
연남 382,외국인관광도시민박업,"서울특별시 마포구 동교로38길 32, 1층 101호 (연남동)",서울 마포구 연남동 382-28,CDFI2262212025000143,2025-02-28,영업/정상(영업중),37.5614105817431,126.925446659594,3
밍밍 하우스,외국인관광도시민박업,"서울특별시 마포구 동교로32길 17, 지층 102호 (연남동)",서울 마포구 연남동 381-16,CDFI2262212025000129,2025-02-25,영업/정상(영업중),37.560665806362,126.925285778916,3
샘스테이1,외국인관광도시민박업,"서울특별시 마포구 월드컵북로4길 15-4, 지층 102호 (동교동)",서울 마포구 동교동 203-25,CDFI2262212025000017,2025-01-07,영업/정상(영업중),37.5573986692747,126.920678239322,5
레인보우 하우스,외국인관광도시민박업,"서울특별시 서대문구 신촌로11길 25-29, 101호 (창천동)",서울 서대문구 창천동 67-19,CDFI2262212025000028,2025-03-17,영업/정상(영업중),37.5582124351846,126.933015423694,2
메종 드 럭스 302,외국인관광도시민박업,"서울특별시 강남구 봉은사로63길 29, 302호 (삼성동)",서울 강남구 삼성동 41-24,CDFI2262212019000016,2019-04-09,영업/정상(영업중),37.5131772418812,127.046408261406,4
가자하우스,외국인관광도시민박업,"서울특별시 마포구 양화로7안길 36-4, 3층 (서교동)",서울 마포구 서교동 380-18,CDFI2262212024000443,2024-12-05,영업/정상(영업중),37.5531642023042,126.915414782915,2
수미루나스테이,외국인관광도시민박업,"서울특별시 은평구 통일로78길 26-9, 402호 (불광동, 불광트레비앙)",서울 은평구 불광동 329-29,CDFI2262212025000001,2025-03-14,영업/정상(영업중),37.6187307966821,126.925296807679,5
초록,외국인관광도시민박업,"서울특별시 송파구 백제고분로21길 8-6, 2층 301호 (삼전동)",서울 송파구 삼전동 10-8,CDFI2262212025000005,2025-02-18,영업/정상(영업중),37.5045019676349,127.090249117289,3
초록2,외국인관광도시민박업,"서울특별시 송파구 백제고분로21길 8-6, 1층 202호 (삼전동)",서울 송파구 삼전동 10-8,CDFI2262212025000006,2025-02-18,영업/정상(영업중),37.5045019676349,127.090249117289,3
LEE&CHO 2F,외국인관광도시민박업,"서울특별시 용산구 녹사평대로26나길 18, 2층 (이태원동)",서울 용산구 이태원동 96-113,CDFI2262212023000080,2023-10-16,영업/정상(영업중),37.5320978018657,126.9940036824,2
온담채,외국인관광도시민박업,"서울특별시 종로구 청계천로 307, 동대문신발상가 나동 502호 (창신동)",서울 종로구 창신동 436-78,CDFI2262212024000053,2024-09-13,영업/정상(영업중),37.57007091442,127.011948575482,5
Jamsil Stay,외국인관광도시민박업,"서울특별시 송파구 송파대로 567, 505동 1103호 (잠실동, 잠실주공아파트)",서울 송파구 잠실동 27,CDFI2262212018000002,2018-01-24,영업/정상(영업중),37.5131381759342,127.09304868009,2
킹스하우스,외국인관광도시민박업,"서울특별시 마포구 양화로23길 4-17, 2층 202호 (동교동)",서울 마포구 동교동 147-43,CDFI2262212025000054,2025-01-23,영업/정상(영업중),37.5593727662112,126.925969654249,4
MJ house 202,외국인관광도시민박업,"서울특별시 마포구 월드컵로7길 27-24, 1층 202호 (합정동)",서울 마포구 합정동 429-31,CDFI2262212025000072,2025-02-04,영업/정상(영업중),37.5522517339909,126.909896134102,3
명동 Home,외국인관광도시민박업,"서울특별시 중구 퇴계로20나길 2-15, 301호 (남산동2가, 능마루빌라)",서울 중구 남산동2가 39-5,CDFI2262212025000014,2025-03-10,영업/정상(영업중),37.5588061724479,126.985332413896,11
House of daisy,외국인관광도시민박업,"서울특별시 마포구 고산5길 6-4, 301호 (노고산동)",서울 마포구 노고산동 19-149,CDFI2262212025000067,2025-02-04,영업/정상(영업중),37.5547350537932,126.940447050536,2
스테이션 1,외국인관광도시민박업,"서울특별시 종로구 종로63가길 61, 201호 (숭인동)",서울 종로구 숭인동 179-14,CDFI2262212025000048,2025-03-20,영업/정상(영업중),37.5768756779734,127.018856347422,4
데니지,외국인관광도시민박업,"서울특별시 성동구 왕십리로33길 9, 2층 201호 (하왕십리동)",서울 성동구 하왕십리동 890-16,CDFI2262212024000074,2024-12-12,영업/정상(영업중),37.5640647904923,127.027154773856,2
도란,외국인관광도시민박업,"서울특별시 마포구 와우산로33길 49, 102호 (서교동)",서울 마포구 서교동 328-1,CDFI2262212025000058,2025-01-24,영업/정상(영업중),37.5560900003152,126.927889848305,4
영스게스트하우스,외국인관광도시민박업,"서울특별시 마포구 동교로34길 20, 지층 101호 (연남동)",서울 마포구 연남동 381-11,CDFI2262212025000059,2025-01-31,영업/정상(영업중),37.5607677491809,126.925349171874,3
K-stay Hongdae,외국인관광도시민박업,"서울특별시 서대문구 연희로2안길 7-15, B01호 (창천동)",서울 서대문구 창천동 421,CDFI2262212025000023,2025-02-26,영업/정상(영업중),37.5603817640389,126.927815313843,5
위썸스테이,외국인관광도시민박업,"서울특별시 마포구 마포대로12길 53-1, 202호 (공덕동)",서울 마포구 공덕동 242-54,CDFI2262212025000061,2025-01-31,영업/정상(영업중),37.5464471130086,126.95459781963,2
봄이,외국인관광도시민박업,"서울특별시 마포구 와우산로26길 54-18, B103호 (창전동)",서울 마포구 창전동 6-213,CDFI2262212025000063,2025-01-31,영업/정상(영업중),37.5525676262243,126.92816258436,2
Ruby House,외국인관광도시민박업,"서울특별시 마포구 만리재로6길 3-16, 1층 201호 (공덕동)",서울 마포구 공덕동 111-385,CDFI2262212025000060,2025-01-31,영업/정상(영업중),37.5482752849935,126.959687778801,2
Nook stay,외국인관광도시민박업,"서울특별시 마포구 양화로23길 4-7, 101호 (동교동)",서울 마포구 동교동 147-40,CDFI2262212024000480,2024-12-24,영업/정상(영업중),37.559011869767,126.925751010476,4
집캉스 202(Staycation 202),외국인관광도시민박업,"서울특별시 도봉구 노해로57길 10-8, 은진하이빌 202호 (쌍문동)",서울 도봉구 쌍문동 81-123,CDFI2262212024000005,2024-11-28,영업/정상(영업중),37.6516523795257,127.033616252608,4
집캉스 302(Staycation 302),외국인관광도시민박업,"서울특별시 도봉구 노해로57길 10-8, 은진하이빌 302호 (쌍문동)",서울 도봉구 쌍문동 81-123,CDFI2262212024000006,2024-12-05,영업/정상(영업중),37.6516523795257,127.033616252608,4
스테이 안단테,외국인관광도시민박업,"서울특별시 용산구 청파로85가길 10-4, A동 501호 (서계동)",서울 용산구 서계동 33-56,CDFI2262212023000063,2023-08-25,영업/정상(영업중),37.5523855377732,126.967874114342,31
사운즈 인(SOUNDS INN),외국인관광도시민박업,"서울특별시 용산구 녹사평대로32길 9, 2층 (이태원동)",서울 용산구 이태원동 34-91,CDFI2262212020000024,2020-09-07,영업/정상(영업중),37.5336809883331,126.989405866805,3
클라우드 헤븐,외국인관광도시민박업,"서울특별시 송파구 백제고분로11길 8-24, 지층 102호 (잠실동)",서울 송파구 잠실동 223-7,CDFI2262212025000002,2025-01-07,영업/정상(영업중),37.5070877898178,127.081144151538,7
스테이 골든,외국인관광도시민박업,"서울특별시 송파구 백제고분로11길 8-24, 지층 104호 (잠실동)",서울 송파구 잠실동 223-7,CDFI2262212025000001,2025-01-07,영업/정상(영업중),37.5070877898178,127.081144151538,7
밍글 (MINGLE),외국인관광도시민박업,"서울특별시 구로구 오류로8바길 9, 2층 201호 (오류동)",서울 구로구 오류동 144-43,CDFI2262212024000006,2024-07-11,영업/정상(영업중),37.4932343230842,126.846703254339,2
지온재,외국인관광도시민박업,"서울특별시 관악구 쑥고개로1나길 19, 2층 301호 (신림동)",서울 관악구 신림동 94-169,CDFI2262212024000045,2024-05-21,영업/정상(영업중),37.4781164611168,126.93738878613,3
라이프스테이 구의,외국인관광도시민박업,"서울특별시 광진구 자양로41길 7-6, 101호 (구의동)",서울 광진구 구의동 78-45,CDFI2262212025000005,2025-01-21,영업/정상(영업중),37.5497342136436,127.089566584803,2
모코하우스,외국인관광도시민박업,"서울특별시 구로구 개봉로11길 45-3, 401호 (개봉동, 고듬하우스)",서울 구로구 개봉동 352-24,CDFI2262212024000013,2024-10-07,영업/정상(영업중),37.4878163635553,126.853572996172,5
연밤 게스트하우스,외국인관광도시민박업,"서울특별시 마포구 동교로 224, 102호 (동교동)",서울 마포구 동교동 152-24,CDFI2262212024000257,2024-09-05,영업/정상(영업중),37.5598797117468,126.924054033264,2
stay soft,외국인관광도시민박업,"서울특별시 광진구 아차산로58가길 15, 304호 (구의동, 썬빌리지)",서울 광진구 구의동 590-5,CDFI2262212025000001,2025-01-09,영업/정상(영업중),37.5360178676683,127.09025483796,3
코타로 하우스2,외국인관광도시민박업,"서울특별시 마포구 와우산로 162-8, 2층 (서교동)",서울 마포구 서교동 325-4,CDFI2262212023000022,2023-03-24,영업/정상(영업중),37.5549600440929,126.930877222493,2
마이리틀2,외국인관광도시민박업,"서울특별시 마포구 연남로5길 30-9, 2층 (연남동)",서울 마포구 연남동 504-19,CDFI2262212024000242,2024-08-29,영업/정상(영업중),37.5618069475043,126.919968096607,6
COZY&Fresh Rental House,외국인관광도시민박업,"서울특별시 구로구 구로동로47길 7, 403호 (구로동)",서울 구로구 구로동 476-65,CDFI2262212024000010,2024-09-10,영업/정상(영업중),37.4978993570905,126.882001318958,2
마이페이보릿 서울,외국인관광도시민박업,"서울특별시 마포구 월드컵로21길 2, B01호 (망원동)",서울 마포구 망원동 57-362,CDFI2262212024000225,2024-08-19,영업/정상(영업중),37.5573046313189,126.908507716959,3
제니수빈하우스,외국인관광도시민박업,"서울특별시 마포구 와우산로29길 26-33, 201호 (서교동)",서울 마포구 서교동 328-74,CDFI2262212024000226,2024-08-19,영업/정상(영업중),37.5555320036647,126.928765669556,4
JNJ 게스트하우스,외국인관광도시민박업,"서울특별시 마포구 와우산로 169-3, 103호 (동교동)",서울 마포구 동교동 182-21,CDFI2262212024000253,2024-09-03,영업/정상(영업중),37.5560172559087,126.930691772033,3
스테이 무아,외국인관광도시민박업,"서울특별시 마포구 연남로7길 8, 1층 (연남동)",서울 마포구 연남동 366-7,CDFI2262212024000250,2024-09-02,영업/정상(영업중),37.5641815446488,126.919734316282,2
영하우스,외국인관광도시민박업,"서울특별시 마포구 동교로38길 26-16, 1층 앞쪽호 (연남동)",서울 마포구 연남동 390-53,CDFI2262212019000106,2019-09-17,영업/정상(영업중),37.5616075132306,126.925120270961,6
신촌아트하우스,외국인관광도시민박업,"서울특별시 마포구 신촌로12길 22, 연지빌딩 3층 (동교동)",서울 마포구 동교동 186-12,CDFI2262212024000229,2024-08-20,영업/정상(영업중),37.5554021202381,126.932515563112,2
마이리틀,외국인관광도시민박업,"서울특별시 마포구 연남로5길 30-9, 1층 (연남동)",서울 마포구 연남동 504-19,CDFI2262212024000241,2024-08-29,영업/정상(영업중),37.5618069475043,126.919968096607,6
하이미쉬,외국인관광도시민박업,"서울특별시 마포구 신촌로2안길 31-5, 101호 (동교동)",서울 마포구 동교동 179-35,CDFI2262212024000006,2024-01-10,영업/정상(영업중),37.5571425184332,126.928885347864,2
벙크게스트하우스,외국인관광도시민박업,서울특별시 마포구 와우산로29라길 19-1 (서교동),서울 마포구 서교동 334-34,CDFI2262212016000037,2016-06-16,영업/정상(영업중),37.5549074258628,126.927131147514,4
아트2,외국인관광도시민박업,"서울특별시 마포구 연남로3길 31, 3층 (연남동)",서울 마포구 연남동 566-2,CDFI2262212024000227,2024-08-20,영업/정상(영업중),37.560662747206,126.921001533222,2
Renee House,외국인관광도시민박업,"서울특별시 강동구 양재대로97길 45-6, 302호 (성내동)",서울 강동구 성내동 405-37,CDFI2262212021000001,2021-11-23,영업/정상(영업중),37.531453705361,127.13444564283,4
4U STAY 2호점,외국인관광도시민박업,"서울특별시 마포구 와우산로30길 7-3, 401호 (창전동)",서울 마포구 창전동 5-93,CDFI2262212024000060,2024-04-02,영업/정상(영업중),37.5542928931289,126.930328277447,2
Daisy House,외국인관광도시민박업,"서울특별시 마포구 월드컵북로8길 62, 한라빌리지 201호 (연남동)",서울 마포구 연남동 493-46,CDFI2262212020000023,2020-03-12,영업/정상(영업중),37.5612977064079,126.918914802061,3
오모,외국인관광도시민박업,"서울특별시 마포구 독막로 39, 3층 (합정동)",서울 마포구 합정동 411-8,CDFI2262212021000050,2021-08-01,영업/정상(영업중),37.548189950663,126.917938379616,2
남산 스테이 명동,외국인관광도시민박업,"서울특별시 중구 소공로3길 34, 3층 (회현동1가, 건영공사)",서울 중구 회현동1가 142-16,CDFI2262212017000017,2017-06-30,영업/정상(영업중),37.5567740420438,126.982529005744,3
여유,외국인관광도시민박업,"서울특별시 마포구 와우산로29길 48-10, 3층 (서교동)",서울 마포구 서교동 328-70,CDFI2262212016000074,2016-11-22,영업/정상(영업중),37.5558348330301,126.927881945661,3
스텔라스테이,외국인관광도시민박업,"서울특별시 마포구 새창로6가길 7, 1층 (도화동)",서울 마포구 도화동 4-59,CDFI2262212024000166,2024-07-15,영업/정상(영업중),37.5413824955848,126.953187508197,2
4U STAY 1호점,외국인관광도시민박업,"서울특별시 마포구 와우산로30길 7-3, 301호 (창전동)",서울 마포구 창전동 5-93,CDFI2262212023000202,2023-12-21,영업/정상(영업중),37.5542928931289,126.930328277447,2
스테이 로뎀,외국인관광도시민박업,"서울특별시 마포구 양화로8길 36, 301호 (서교동)",서울 마포구 서교동 394-11,CDFI2262212024000171,2024-07-15,영업/정상(영업중),37.5491654574347,126.916518462073,2
마포하루스테이,외국인관광도시민박업,"서울특별시 마포구 새창로6가길 7, 2층 (도화동)",서울 마포구 도화동 4-59,CDFI2262212024000168,2024-07-15,영업/정상(영업중),37.5413824955848,126.953187508197,2
하우스 오렌지,외국인관광도시민박업,"서울특별시 마포구 와우산로26길 58, 402호 (창전동, 살롬하우스)",서울 마포구 창전동 6-105,CDFI2262212024000200,2024-08-05,영업/정상(영업중),37.5530658038023,126.928634476657,8
Joy's House,외국인관광도시민박업,"서울특별시 마포구 월드컵북로8길 62, 한라빌리지 301호 (연남동)",서울 마포구 연남동 493-46,CDFI2262212020000022,2020-03-12,영업/정상(영업중),37.5612977064079,126.918914802061,3
핑크2,외국인관광도시민박업,"서울특별시 마포구 동교로38길 26-9, 1층 (연남동)",서울 마포구 연남동 390-49,CDFI2262212024000228,2024-08-20,영업/정상(영업중),37.5614960978919,126.925322413198,3
렉스 하우스,외국인관광도시민박업,"서울특별시 성동구 둘레11길 12, 201호 (성수동2가)",서울 성동구 성수동2가 430-2,CDFI2262212025000009,2025-03-18,영업/정상(영업중),37.5366677270793,127.052016814916,2
쏠스토리,외국인관광도시민박업,"서울특별시 마포구 동교로41길 12, 202호 (연남동)",서울 마포구 연남동 229-47,CDFI2262212024000199,2024-08-01,영업/정상(영업중),37.5629779139299,126.924109291658,6
미야,외국인관광도시민박업,서울특별시 중구 필동로 24-3 (필동2가),서울 중구 필동2가 91,CDFI2262212025000016,2025-03-18,영업/정상(영업중),37.5594234761054,126.995945462156,2
오라하우스,외국인관광도시민박업,"서울특별시 광진구 동일로18길 41, 301호 (자양동)",서울 광진구 자양동 13-40,CDFI2262212025000008,2025-01-24,영업/정상(영업중),37.5395218970033,127.06513268472,3
Wooden Beam,외국인관광도시민박업,"서울특별시 마포구 희우정로10길 2, 3층 (망원동)",서울 마포구 망원동 394-65,CDFI2262212024000213,2024-08-13,영업/정상(영업중),37.5525734353664,126.904563790573,2
샘스테이3,외국인관광도시민박업,"서울특별시 마포구 월드컵북로4길 15-4, 2층 301호 (동교동)",서울 마포구 동교동 203-25,CDFI2262212025000016,2025-01-07,영업/정상(영업중),37.5573986692747,126.920678239322,5
타타하우스,외국인관광도시민박업,"서울특별시 마포구 동교로 211-9, 3층 401호 (동교동)",서울 마포구 동교동 198-4,CDFI2262212022000077,2022-11-21,영업/정상(영업중),37.5592026615194,126.923016529378,4
명동 스테이 투게더,외국인관광도시민박업,"서울특별시 중구 소공로3길 34, 건영공사 2층 (회현동1가)",서울 중구 회현동1가 142-16,CDFI2262212025000017,2025-03-18,영업/정상(영업중),37.5567740420438,126.982529005744,3
아토 게스트하우스,외국인관광도시민박업,"서울특별시 마포구 와우산로25길 22, 302호 (서교동, 협화빌라)",서울 마포구 서교동 340-12,CDFI2262212024000278,2024-09-20,영업/정상(영업중),37.5542820679405,126.926155425259,6
더퍼스트홍대스테이101,외국인관광도시민박업,"서울특별시 마포구 와우산로27길 18, 101호 (서교동, 서교동다세대주택)",서울 마포구 서교동 335-17,CDFI2262212024000275,2024-09-20,영업/정상(영업중),37.5542091837269,126.927474171057,3
STAY JO,외국인관광도시민박업,"서울특별시 관악구 조원로2길 82, 202호 (신림동)",서울 관악구 신림동 1666-40,CDFI2262212025000033,2025-03-18,영업/정상(영업중),37.4803845782155,126.900386757616,3
거인,외국인관광도시민박업,"서울특별시 마포구 와우산로38길 17, 2층 (동교동)",서울 마포구 동교동 187-12,CDFI2262212024000263,2024-09-10,영업/정상(영업중),37.5553088326374,126.931672507425,2
마이 딥 포레스트,외국인관광도시민박업,"서울특별시 마포구 동교로25길 85, 301호 (연남동, 베네치아)",서울 마포구 연남동 563-2,CDFI2262212024000489,2024-12-29,영업/정상(영업중),37.5601396664127,126.919062059793,2
스테이 수,외국인관광도시민박업,"서울특별시 광진구 자양번영로5길 37-1, 301호 (자양동, 대원아트빌)",서울 광진구 자양동 464-1,CDFI2262212025000007,2025-01-23,영업/정상(영업중),37.5328173412897,127.073331703732,4
엔케 하우스,외국인관광도시민박업,"서울특별시 마포구 와우산로29길 56-14, 2층 2호 (서교동)",서울 마포구 서교동 330-53,CDFI2262212024000264,2024-09-10,영업/정상(영업중),37.5563784975227,126.927445133087,2
뮤즈,외국인관광도시민박업,"서울특별시 마포구 양화로19길 22-12, 301호호 (동교동)",서울 마포구 동교동 154-24,CDFI2262212024000280,2024-09-23,영업/정상(영업중),37.5586211862372,126.924314262199,2
노스텔지아2,외국인관광도시민박업,"서울특별시 마포구 와우산로29길 56-7, 지1층 101호 (서교동)",서울 마포구 서교동 330-48,CDFI2262212023000034,2023-04-27,영업/정상(영업중),37.5563045823189,126.927098324506,2
더퍼스트홍대스테이201,외국인관광도시민박업,"서울특별시 마포구 와우산로27길 18, 201호 (서교동, 서교동다세대주택)",서울 마포구 서교동 335-17,CDFI2262212024000277,2024-09-20,영업/정상(영업중),37.5542091837269,126.927474171057,3
더 포춘,외국인관광도시민박업,"서울특별시 마포구 와우산로29다길 9, 1층 (서교동)",서울 마포구 서교동 335-29,CDFI2262212024000301,2024-09-27,영업/정상(영업중),37.5550079723592,126.928004516286,2
성이네,외국인관광도시민박업,"서울특별시 마포구 월드컵로7길 60, 1층 202호 (합정동)",서울 마포구 합정동 432-19,CDFI2262212022000069,2022-10-13,영업/정상(영업중),37.5530175815285,126.908722321861,2
연지아트,외국인관광도시민박업,"서울특별시 마포구 신촌로12길 22, 연지빌딩 4층 (동교동)",서울 마포구 동교동 186-12,CDFI2262212024000260,2024-09-06,영업/정상(영업중),37.5554021202381,126.932515563112,2
마포레스트01,외국인관광도시민박업,"서울특별시 마포구 방울내로 57-14, B01호 (망원동)",서울 마포구 망원동 436-5,CDFI2262212024000155,2024-07-08,영업/정상(영업중),37.5602192805687,126.901688194829,6
SSU HOME,외국인관광도시민박업,"서울특별시 마포구 신촌로4길 5-21, 3층 (동교동)",서울 마포구 동교동 179-18,CDFI2262212019000096,2019-08-27,영업/정상(영업중),37.5573507584676,126.929519049945,2
Y House,외국인관광도시민박업,"서울특별시 마포구 신촌로2안길 31-5, 102호 (동교동)",서울 마포구 동교동 179-33,CDFI2262212020000079,2020-11-16,영업/정상(영업중),37.5572932609493,126.929044556595,5
마포 오셔,외국인관광도시민박업,"서울특별시 마포구 새터산9길 19, 지층 101호 (성산동)",서울 마포구 성산동 200-339,CDFI2262212024000076,2024-04-22,영업/정상(영업중),37.5656642722088,126.906004624239,5
Project 202,외국인관광도시민박업,"서울특별시 마포구 동교로34길 20, 202호 (연남동)",서울 마포구 연남동 381-11,CDFI2262212024000140,2024-06-19,영업/정상(영업중),37.5607677491809,126.925349171874,3
스테이다,외국인관광도시민박업,"서울특별시 마포구 연남로3길 49, 1층 (연남동)",서울 마포구 연남동 565-8,CDFI2262212023000002,2023-01-19,영업/정상(영업중),37.5601998331569,126.920224358629,4
KOONG'S HOUSE,외국인관광도시민박업,"서울특별시 마포구 신촌로2안길 8, 102호 (동교동)",서울 마포구 동교동 176-15,CDFI2262212020000077,2020-11-03,영업/정상(영업중),37.5574729218382,126.92756415211,6
Mimi's house,외국인관광도시민박업,"서울특별시 마포구 양화로15안길 26, B102호 (서교동)",서울 마포구 서교동 375-28,CDFI2262212024000297,2024-09-26,영업/정상(영업중),37.5538379233783,126.918163621514,3
다온숲203,외국인관광도시민박업,"서울특별시 마포구 월드컵북로12길 79, 2층 203호 (성산동, 다온숲)",서울 마포구 성산동 36-33,CDFI2262212024000316,2024-10-11,영업/정상(영업중),37.5645670054585,126.914992494129,9
머무름,외국인관광도시민박업,"서울특별시 마포구 월드컵북로12길 79, 301호 (성산동, 다온숲)",서울 마포구 성산동 36-33,CDFI2262212024000281,2024-09-25,영업/정상(영업중),37.5645670054585,126.914992494129,9
알로하하우스_화이트,외국인관광도시민박업,"서울특별시 마포구 서강로11길 27-1, 지층 1호 (창전동)",서울 마포구 창전동 2-49,CDFI2262212024000349,2024-10-24,영업/정상(영업중),37.553768724086,126.932083252322,4
하이바이,외국인관광도시민박업,"서울특별시 마포구 월드컵북로12길 79, 603호 (성산동, 다온숲)",서울 마포구 성산동 36-33,CDFI2262212024000098,2024-05-10,영업/정상(영업중),37.5645670054585,126.914992494129,9
무네미로 아트스테이1,외국인관광도시민박업,"서울특별시 마포구 서강로11길 36-25, 1층 (창전동)",서울 마포구 창전동 4-24,CDFI2262212021000006,2021-01-11,영업/정상(영업중),37.5544751718211,126.931262341516,2
더 샤이닝 홍대,외국인관광도시민박업,"서울특별시 마포구 성미산로 154, 5층 (연남동)",서울 마포구 연남동 239-24,CDFI2262212024000295,2024-09-26,영업/정상(영업중),37.5642997769042,126.923568389635,3
Cheshire,외국인관광도시민박업,"서울특별시 마포구 성미산로16길 13, 1층 (연남동)",서울 마포구 연남동 487-252,CDFI2262212018000022,2018-03-20,영업/정상(영업중),37.5605663507549,126.918237300486,3
스테이인 망원,외국인관광도시민박업,"서울특별시 마포구 월드컵로21길 2, 2층 (망원동)",서울 마포구 망원동 57-362,CDFI2262212024000300,2024-09-27,영업/정상(영업중),37.5573046313189,126.908507716959,3
플레이 마포,외국인관광도시민박업,"서울특별시 마포구 와우산로38길 29, 1층 (동교동)",서울 마포구 동교동 190-37,CDFI2262212024000315,2024-10-11,영업/정상(영업중),37.5549142519885,126.932239183037,2
JS house4,외국인관광도시민박업,"서울특별시 마포구 연희로1길 30-3, 202호 (동교동)",서울 마포구 동교동 113-26,CDFI2262212020000078,2020-11-04,영업/정상(영업중),37.5604230745813,126.925852265141,5
그루하우스,외국인관광도시민박업,"서울특별시 마포구 와우산로3안길 5, 401호 (상수동, 석진하우징)",서울 마포구 상수동 334-18,CDFI2262212024000426,2024-11-26,영업/정상(영업중),37.5463275424411,126.922404678307,9
Your Dream House,외국인관광도시민박업,"서울특별시 마포구 와우산로37길 38, 201호 (동교동, 동진빌라)",서울 마포구 동교동 177-19,CDFI2262212023000017,2023-02-28,영업/정상(영업중),37.5566768699791,126.929013338828,5
와이티더블유,외국인관광도시민박업,"서울특별시 마포구 동교로38길 26-12, 지층 101호 (연남동)",서울 마포구 연남동 390-54,CDFI2262212024000412,2024-11-22,영업/정상(영업중),37.5617148975141,126.925097413743,4
라온제나,외국인관광도시민박업,"서울특별시 마포구 와우산로3안길 7, 402호 (상수동, 석진하우징)",서울 마포구 상수동 334-11,CDFI2262212024000424,2024-11-26,영업/정상(영업중),37.5463911393995,126.922247094168,7
무네미로 아트스테이2,외국인관광도시민박업,"서울특별시 마포구 서강로11길 36-25, 2층 (창전동)",서울 마포구 창전동 4-24,CDFI2262212021000005,2021-01-11,영업/정상(영업중),37.5544751718211,126.931262341516,2
하파 하우스,외국인관광도시민박업,"서울특별시 마포구 동교로51길 43, 2층 201호 (연남동)",서울 마포구 연남동 223-122,CDFI2262212024000407,2024-11-22,영업/정상(영업중),37.5654887214966,126.9245336917,5
까사상수,외국인관광도시민박업,"서울특별시 마포구 와우산로3안길 7, 201호 (상수동, 석진하우징)",서울 마포구 상수동 334-11,CDFI2262212024000427,2024-11-27,영업/정상(영업중),37.5463911393995,126.922247094168,7
