업소명,민박업소형태,주소,지번주소,지방행정데이터인허가번호,지방행정데이터인허가일자,영업상태,latitude,longitude,coord_duplicate_count
아리아하우스,외국인관광도시민박업,"[157855] 서울특별시 강서구 방화대로37길 26, 102동 1101호 (방화동, 방화현대아파트)",서울 강서구 방화동 793,CDFI3261142012000002,2012-12-11,영업/정상(영업중),37.5708039187178,126.81400178458,2
선 스테이 창경,외국인관광도시민박업,"서울특별시 종로구 성균관로1길 12, 101호 (명륜3가)",서울 종로구 명륜3가 143-4,CDFI2262212026000026,2026-03-09,영업/정상(영업중),37.5831376272952,126.997690408623,3
혜화 갤러리 아트,외국인관광도시민박업,"서울특별시 종로구 성균관로 62-11, 102호 (명륜1가)",서울 종로구 명륜1가 16-11,CDFI2262212026000025,2026-03-09,영업/정상(영업중),37.5881423639529,126.997255931164,2
스테이 지음,외국인관광도시민박업,"서울특별시 강서구 공항대로8가길 2-16, B01호 (공항동)",서울 강서구 공항동 40-33,CDFI2262212026000021,2026-03-10,영업/정상(영업중),37.5586236823038,126.812775902774,3
메모리스테이 연남2호점,외국인관광도시민박업,"서울특별시 마포구 연남로7길 26, 1층 102호 (연남동)",서울 마포구 연남동 370-5,CDFI2262212026000122,2026-03-04,영업/정상(영업중),37.5636921635547,126.918870101814,3
해피하우스,외국인관광도시민박업,"[157839] 서울특별시 강서구 양천로62길 41, 201동 1408호 (등촌동)",서울 강서구 등촌동 712,CDFI3261142013000002,2013-02-21,영업/정상(영업중),37.5558425017385,126.859990044713,2
명륜 홈스테이,외국인관광도시민박업,"서울특별시 종로구 명륜2길 40-18, 301호 (명륜3가)",서울 종로구 명륜3가 1-839,CDFI2262212026000023,2026-03-09,영업/정상(영업중),37.5896287855775,126.996000889639,2
김사장 하우스-DDM,외국인관광도시민박업,"서울특별시 동대문구 천호대로24길 38, B101호 (용두동)",서울 동대문구 용두동 129-130,CDFI2262212026000010,2026-03-10,영업/정상(영업중),37.5721915610926,127.033577335014,2
제이씨하우스(JC House),외국인관광도시민박업,"[157851] 서울특별시 강서구 금낭화로7길 32, 5층 (방화동)",서울 강서구 방화동 592-39,CDFI3261142015000001,2015-03-04,영업/정상(영업중),37.5687182479511,126.810010116381,2
stay 다온,외국인관광도시민박업,"서울특별시 강동구 올림픽로62길 9-14, 8층 803호 (성내동)",서울 강동구 성내동 81-1,CDFI2262212026000015,2026-03-09,영업/정상(영업중),37.5369625268254,127.123801201293,14
명륜2길 HOME,외국인관광도시민박업,"서울특별시 종로구 명륜2길 40-18, 101호 (명륜3가)",서울 종로구 명륜3가 1-839,CDFI2262212026000024,2026-03-09,영업/정상(영업중),37.5896287855775,126.996000889639,2
더심플하우스,외국인관광도시민박업,"[157811] 서울특별시 강서구 공항대로5길 34, 3층 (공항동)",서울 강서구 공항동 24-4,CDFI3261142014000005,2014-08-14,영업/정상(영업중),37.561733670329,126.812959852169,3
아삼스테이,외국인관광도시민박업,"서울특별시 용산구 소월로30길 13, 101호 (용산동2가)",서울 용산구 용산동2가 5-1927,CDFI2262212026000038,2026-03-06,영업/정상(영업중),37.5458379994236,126.988422041146,2
자갈스테이 성내,외국인관광도시민박업,"서울특별시 강동구 올림픽로62길 9-14, 7층 701호 (성내동)",서울 강동구 성내동 81-1,CDFI2262212026000016,2026-03-10,영업/정상(영업중),37.5369625268254,127.123801201293,14
더코지코너,외국인관광도시민박업,"서울특별시 강남구 봉은사로24길 20, B102호 (역삼동)",서울 강남구 역삼동 610-3,CDFI2262212026000084,2026-03-10,영업/정상(영업중),37.5055384788168,127.032521887847,2
숨 스테이,외국인관광도시민박업,"서울특별시 강동구 성안로27길 4-5, 2층 203호 (천호동)",서울 강동구 천호동 121-95,CDFI2262212026000018,2026-03-10,영업/정상(영업중),37.5394370805679,127.135885201491,2
시크릿가든 이태원,외국인관광도시민박업,"서울특별시 용산구 녹사평대로26나길 18, 1층 (이태원동)",서울 용산구 이태원동 96-113,CDFI2262212026000040,2026-03-06,영업/정상(영업중),37.5320978018657,126.9940036824,2
샤론,외국인관광도시민박업,"[157839] 서울특별시 강서구 화곡로68길 115, 102동 1206호 (등촌동, 등촌우성아파트)",서울 강서구 등촌동 630-11,CDFI3261142013000006,2013-10-22,영업/정상(영업중),37.5573285674133,126.860337997066,2
연희포레스트 그린,외국인관광도시민박업,"서울특별시 서대문구 연희로15길 5, 403호 (연희동)",서울 서대문구 연희동 137-11,CDFI2262212026000047,2026-03-11,영업/정상(영업중),37.5678468950266,126.931163690153,4
스테이마루,외국인관광도시민박업,"서울특별시 송파구 오금로23길 8-3, 203호 (방이동)",서울 송파구 방이동 122-11,CDFI2262212026000026,2026-03-11,영업/정상(영업중),37.5093594324361,127.116168943696,2
제뉴어리 연희,외국인관광도시민박업,"서울특별시 서대문구 연희로15길 5, 303호 (연희동)",서울 서대문구 연희동 137-11,CDFI2262212026000046,2026-03-11,영업/정상(영업중),37.5678468950266,126.931163690153,4
스테이온기,외국인관광도시민박업,"서울특별시 송파구 백제고분로44길 21-1, 대중빌라 102호 (송파동)",서울 송파구 송파동 118-31,CDFI2262212026000027,2026-03-11,영업/정상(영업중),37.5067470427891,127.112840781,3
마루온,외국인관광도시민박업,"서울특별시 마포구 망원로7길 44-7, 1층 (망원동)",서울 마포구 망원동 479-24,CDFI2262212026000061,2026-02-13,영업/정상(영업중),37.5596765891738,126.904963536535,2
작전명 행복,외국인관광도시민박업,"서울특별시 마포구 연희로1길 55-6, 3층 (연남동)",서울 마포구 연남동 383-68,CDFI2262212026000068,2026-02-13,영업/정상(영업중),37.5613572689331,126.926061405643,2
파라솔스테이,외국인관광도시민박업,"서울특별시 마포구 양화진4길 4-4, 지층 (합정동)",서울 마포구 합정동 378-42,CDFI2262212026000065,2026-02-13,영업/정상(영업중),37.5475361543317,126.912134144647,2
아이엠 하우스,외국인관광도시민박업,"서울특별시 관악구 봉천로55길 11, 2층 (봉천동)",서울 관악구 봉천동 1667-61,CDFI2262212023000002,2023-05-12,영업/정상(영업중),37.481586868152,126.955687212376,2
nesty home,외국인관광도시민박업,"서울특별시 광진구 능동로13길 78-4, 201호 (화양동)",서울 광진구 화양동 16-31,CDFI2262212026000036,2026-03-06,영업/정상(영업중),37.5451263583085,127.06914006262,4
더 클래식,외국인관광도시민박업,"서울특별시 서대문구 홍연2길 16, 202호 (연희동, 더클래식 하우스)",서울 서대문구 연희동 703-15,CDFI2262212026000030,2026-02-13,영업/정상(영업중),37.5743266617599,126.928123802042,2
원스테이,외국인관광도시민박업,"서울특별시 송파구 오금로23길 8-3, 201호 (방이동)",서울 송파구 방이동 122-11,CDFI2262212026000024,2026-03-06,영업/정상(영업중),37.5093594324361,127.116168943696,2
민스테이2,외국인관광도시민박업,"서울특별시 마포구 월드컵북로8길 23, 502호 (연남동)",서울 마포구 연남동 487-410,CDFI2262212022000027,2022-04-14,영업/정상(영업중),37.5595573115744,126.918479135997,6
홍홈,외국인관광도시민박업,"서울특별시 마포구 동교로27길 44-10, 지층 102호 (연남동)",서울 마포구 연남동 567-54,CDFI2262212026000066,2026-02-13,영업/정상(영업중),37.5600458561077,126.921982099463,2
민스테이1,외국인관광도시민박업,"서울특별시 마포구 월드컵북로8길 23, 501호 (연남동)",서울 마포구 연남동 487-410,CDFI2262212022000023,2022-04-04,영업/정상(영업중),37.5595573115744,126.918479135997,6
우니스테이,외국인관광도시민박업,"서울특별시 서대문구 연희로2길 40, 202호 (창천동)",서울 서대문구 창천동 414,CDFI2262212026000041,2026-03-06,영업/정상(영업중),37.5600795208548,126.928030421719,5
하늘온,외국인관광도시민박업,"서울특별시 마포구 망원로7길 44-7, 2층 (망원동)",서울 마포구 망원동 479-24,CDFI2262212026000064,2026-02-13,영업/정상(영업중),37.5596765891738,126.904963536535,2
잠실의 하루,외국인관광도시민박업,"서울특별시 송파구 석촌호수로12길 49, 102호 (잠실동)",서울 송파구 잠실동 221-18,CDFI2262212023000024,2023-12-12,영업/정상(영업중),37.50825643913,127.081076876683,2
Maji's house,외국인관광도시민박업,"서울특별시 용산구 이태원로15길 33, 지층 102호 (이태원동, 운산빌라)",서울 용산구 이태원동 181-36,CDFI2262212016000016,2016-07-04,영업/정상(영업중),37.5353915902969,126.990000757231,2
Moon Stay,외국인관광도시민박업,"서울특별시 강동구 상암로5길 28, 101호 (암사동)",서울 강동구 암사동 503-15,CDFI2262212024000015,2024-05-14,영업/정상(영업중),37.5515748248399,127.127536014121,5
메종 후암,외국인관광도시민박업,"서울특별시 용산구 후암로4길 14-5, 301호 (후암동)",서울 용산구 후암동 254-74,CDFI2262212026000035,2026-02-23,영업/정상(영업중),37.5468611764806,126.979231223507,3
포근,외국인관광도시민박업,"서울특별시 강동구 구천면로34길 52, 에덴빌32차 302호 (천호동)",서울 강동구 천호동 210-18,CDFI2262212024000007,2024-03-29,영업/정상(영업중),37.5424180507441,127.134138994152,5
달마을스테이 102,외국인관광도시민박업,"서울특별시 양천구 목동중앙본로27길 33-1, 1층 (목동)",서울 양천구 목동 553-26,CDFI2262212026000005,2026-02-24,영업/정상(영업중),37.5440386688075,126.868415881153,2
네스트 인 망원 3,외국인관광도시민박업,"서울특별시 마포구 성미산로3가길 9, 3층 (성산동)",서울 마포구 성산동 254-21,CDFI2262212026000109,2026-02-27,영업/정상(영업중),37.5596256654753,126.908593159077,3
Casa-Golden,외국인관광도시민박업,"서울특별시 서대문구 신촌로3가길 16, 802호 (창천동)",서울 서대문구 창천동 503-22,CDFI2262212026000034,2026-02-24,영업/정상(영업중),37.5581969518079,126.929782635548,7
남산 203,외국인관광도시민박업,"서울특별시 중구 퇴계로6길 46-5, 2층 (남창동)",서울 중구 남창동 203-9,CDFI2262212026000017,2026-02-24,영업/정상(영업중),37.5562518588587,126.979393173386,2
남산 203 게스트하우스,외국인관광도시민박업,"서울특별시 중구 퇴계로6길 46-5, 1층 (남창동)",서울 중구 남창동 203-9,CDFI2262212026000016,2026-02-24,영업/정상(영업중),37.5562518588587,126.979393173386,2
모아라 스테이,외국인관광도시민박업,"서울특별시 서대문구 신촌로3나길 15-6, B102호 (창천동)",서울 서대문구 창천동 159-1,CDFI2262212026000036,2026-02-24,영업/정상(영업중),37.5589516105096,126.930669700605,2
스테이 블루,외국인관광도시민박업,"서울특별시 마포구 신촌로10길 35, 101호 (동교동)",서울 마포구 동교동 186-27,CDFI2262212026000088,2026-02-23,영업/정상(영업중),37.5551352141892,126.932304736402,3
헤븐리스테이서울,외국인관광도시민박업,"서울특별시 송파구 백제고분로44길 21-1, 대중빌라 지하1층 B02호 (송파동)",서울 송파구 송파동 118-31,CDFI2262212026000019,2026-02-19,영업/정상(영업중),37.5067470427891,127.112840781,3
아늑,외국인관광도시민박업,"서울특별시 용산구 이태원로23길 25-2, 102호 (이태원동)",서울 용산구 이태원동 116-13,CDFI2262212026000031,2026-02-20,영업/정상(영업중),37.5352415636053,126.992266801597,2
플라워니 스테이,외국인관광도시민박업,"서울특별시 종로구 낙산3길 19-7, 2층 202호 (동숭동)",서울 종로구 동숭동 129-223,CDFI2262212025000079,2025-06-27,영업/정상(영업중),37.5800453658265,127.006221940323,3
스마일 하우스,외국인관광도시민박업,"서울특별시 마포구 월드컵북로48길 33-5, 1층 1호 (상암동)",서울 마포구 상암동 13-18,CDFI2262212023000113,2023-08-25,영업/정상(영업중),37.5774986141264,126.895247568146,3
홍제Min스테이,외국인관광도시민박업,서울특별시 서대문구 홍제내4길 4-9 (홍제동),서울 서대문구 홍제동 334-109,CDFI2262212026000032,2026-02-20,영업/정상(영업중),37.5873144952041,126.936635993626,2
윤지스테이,외국인관광도시민박업,"서울특별시 송파구 송파대로43길 23, 3층 303호 (석촌동)",서울 송파구 석촌동 283-1,CDFI2262212026000020,2026-02-20,영업/정상(영업중),37.5033444778543,127.10554094434,3
메모리 조선,외국인관광도시민박업,"서울특별시 마포구 동교로30길 9, 4층 (동교동)",서울 마포구 동교동 149-4,CDFI2262212026000132,2026-03-09,영업/정상(영업중),37.560513878337,126.924828453037,3
온 스테이 24,외국인관광도시민박업,"서울특별시 마포구 와우산로26길 58, 201호 (창전동, 살롬하우스)",서울 마포구 창전동 6-105,CDFI2262212026000130,2026-03-09,영업/정상(영업중),37.5530658038023,126.928634476657,8
제이와이스테이 2,외국인관광도시민박업,"서울특별시 마포구 성미산로11길 117, 202호 (성산동)",서울 마포구 성산동 23-4,CDFI2262212026000147,2026-03-11,영업/정상(영업중),37.5658232798949,126.915390850205,3
홍대플레이하우스,외국인관광도시민박업,"서울특별시 서대문구 신촌로3나길 24, 502호 (창천동)",서울 서대문구 창천동 501-11,CDFI2262212026000031,2026-02-20,영업/정상(영업중),37.5583280168627,126.930493268475,7
79스테이,외국인관광도시민박업,"서울특별시 동대문구 제기로20길 17, 3층 (제기동)",서울 동대문구 제기동 286-38,CDFI2262212026000006,2026-02-21,영업/정상(영업중),37.5858568835429,127.04166110854,2
번역가의 방,외국인관광도시민박업,"서울특별시 마포구 모래내로7길 74-5, 102호 (성산동)",서울 마포구 성산동 141-36,CDFI2262212026000128,2026-03-09,영업/정상(영업중),37.5680296184625,126.908945898363,2
스테이문 상수,외국인관광도시민박업,"서울특별시 마포구 와우산로 8-7, 1층 (상수동)",서울 마포구 상수동 345-10,CDFI2262212026000131,2026-03-09,영업/정상(영업중),37.5452740873727,126.923359465435,2
체크 포인트 홍대,외국인관광도시민박업,"서울특별시 마포구 와우산로26길 58, 401호 (창전동, 살롬하우스)",서울 마포구 창전동 6-105,CDFI2262212026000129,2026-03-09,영업/정상(영업중),37.5530658038023,126.928634476657,8
어반 헤이븐,외국인관광도시민박업,"서울특별시 서대문구 신촌로3나길 8-10, 303호 (창천동, 창천네오빌)",서울 서대문구 창천동 504-3,CDFI2262212026000043,2026-03-10,영업/정상(영업중),37.558569254034,126.929648509717,4
리버사이드,외국인관광도시민박업,서울특별시 강서구 개화동로11길 19-8 (개화동),서울 강서구 개화동 460-56,CDFI3261142016000005,2016-04-05,영업/정상(영업중),37.5790289779095,126.801272724063,2
온 스테이,외국인관광도시민박업,"서울특별시 동대문구 고산자로 516-1, 302호 (제기동)",서울 동대문구 제기동 695,CDFI2262212024000023,2024-08-07,영업/정상(영업중),37.5857392960756,127.038775425346,10
파라다이스,외국인관광도시민박업,"서울특별시 마포구 토정로2길 11, 202호 (합정동)",서울 마포구 합정동 91-17,CDFI2262212024000205,2024-08-05,영업/정상(영업중),37.5451040964414,126.913241757682,2
망고스틴 3호,외국인관광도시민박업,"서울특별시 강서구 화곡로35길 23-5, 3호 (화곡동, 망고스틴)",서울 강서구 화곡동 111-110,CDFI3261142016000003,2016-01-11,영업/정상(영업중),37.54555957832,126.842997284386,2
메모리메종 동교점,외국인관광도시민박업,"서울특별시 마포구 동교로30길 9, 3층 (동교동)",서울 마포구 동교동 149-4,CDFI2262212026000140,2026-03-10,영업/정상(영업중),37.560513878337,126.924828453037,3
더 모먼트,외국인관광도시민박업,"서울특별시 마포구 와우산로3안길 7, 301호 (상수동, 석진하우징)",서울 마포구 상수동 334-11,CDFI2262212024000421,2024-11-26,영업/정상(영업중),37.5463911393995,126.922247094168,7
망고스틴 2호,외국인관광도시민박업,"서울특별시 강서구 화곡로35길 23-5, 2호 (화곡동, 망고스틴)",서울 강서구 화곡동 111-110,CDFI3261142016000002,2016-01-11,영업/정상(영업중),37.54555957832,126.842997284386,2
뉴봄스테이,외국인관광도시민박업,"서울특별시 서대문구 신촌로3가길 16, 702호 (창천동)",서울 서대문구 창천동 503-22,CDFI2262212025000024,2025-02-28,영업/정상(영업중),37.5581969518079,126.929782635548,7
송스테이 연트럴파크,외국인관광도시민박업,"서울특별시 마포구 성미산로19길 29, 3층 303호 (연남동)",서울 마포구 연남동 482-31,CDFI2262212025000227,2025-05-16,영업/정상(영업중),37.5629949700782,126.918213367674,2
스테이드림,외국인관광도시민박업,"서울특별시 송파구 삼학사로8길 26, B02호 (석촌동)",서울 송파구 석촌동 229-11,CDFI2262212025000094,2025-12-02,영업/정상(영업중),37.5001235848351,127.099708330025,5
YH STAY,외국인관광도시민박업,"서울특별시 성동구 왕십리로33길 9, 3층 (하왕십리동)",서울 성동구 하왕십리동 890-16,CDFI2262212024000078,2024-12-30,영업/정상(영업중),37.5640647904923,127.027154773856,2
스테이 로라,외국인관광도시민박업,"서울특별시 영등포구 당산로18길 11-1, 201호 (당산동1가)",서울 영등포구 당산동1가 380,CDFI2262212026000016,2026-03-09,영업/정상(영업중),37.523030286112,126.897480597665,3
cozy stay,외국인관광도시민박업,"서울특별시 광진구 아차산로22길 38, 102호 (자양동)",서울 광진구 자양동 24-25,CDFI2262212024000006,2024-03-18,영업/정상(영업중),37.540273830663,127.063721221778,4
LUMINA,외국인관광도시민박업,"서울특별시 마포구 월드컵로11길 72, 4층 401호 (망원동)",서울 마포구 망원동 413-50,CDFI2262212026000108,2026-02-26,영업/정상(영업중),37.5538886806652,126.907123511773,4
스테이코리아,외국인관광도시민박업,"서울특별시 마포구 월드컵로5길 52, 2층 201호 (합정동)",서울 마포구 합정동 435-36,CDFI2262212026000126,2026-03-09,영업/정상(영업중),37.551451227381,126.90922952402,2
라일락 홍대,외국인관광도시민박업,"서울특별시 마포구 동교로19길 76, 302호 (성산동)",서울 마포구 성산동 632-3,CDFI2262212024000415,2024-11-26,영업/정상(영업중),37.5585960236279,126.916779569302,5
스테이어 합정,외국인관광도시민박업,"서울특별시 마포구 동교로 44-6, 지층 101호 (합정동)",서울 마포구 합정동 433-26,CDFI2262212026000107,2026-02-26,영업/정상(영업중),37.5524691334889,126.907091322732,4
스테이코리아2,외국인관광도시민박업,"서울특별시 마포구 월드컵로5길 52, 2층 202호 (합정동)",서울 마포구 합정동 435-36,CDFI2262212026000127,2026-03-09,영업/정상(영업중),37.551451227381,126.90922952402,2
우즈맨션,외국인관광도시민박업,"서울특별시 마포구 와우산로 8-9, B01호 (상수동)",서울 마포구 상수동 345-9,CDFI2262212026000099,2026-02-25,영업/정상(영업중),37.5453591142021,126.92345601539,2
Stay Woonie,외국인관광도시민박업,"서울특별시 관악구 은천로9길 14, 202호 (봉천동)",서울 관악구 봉천동 938-1,CDFI2262212024000013,2024-03-05,영업/정상(영업중),37.4867629601055,126.940825559131,3
누리,외국인관광도시민박업,"서울특별시 광진구 구의로1길 21, B102호 (구의동)",서울 광진구 구의동 242-88,CDFI2262212025000037,2025-06-02,영업/정상(영업중),37.5389449102209,127.087063168845,2
파크엔드스테이,외국인관광도시민박업,"서울특별시 마포구 동교로51길 117-4, 2층 201호 (연남동)",서울 마포구 연남동 453-26,CDFI2262212026000093,2026-02-25,영업/정상(영업중),37.5663787800679,126.920498820082,3
석촌다락,외국인관광도시민박업,"서울특별시 송파구 가락로23길 14-27, 202호 (송파동)",서울 송파구 송파동 110-10,CDFI2262212026000013,2026-02-04,영업/정상(영업중),37.5049797059691,127.112195390253,2
홍대 가(家)스테이,외국인관광도시민박업,"서울특별시 마포구 와우산로 144-10, B1호 (창전동, 삼익빌라)",서울 마포구 창전동 6-46,CDFI2262212026000101,2026-02-25,영업/정상(영업중),37.5536134311294,126.929536037018,2
메종 드 도산,외국인관광도시민박업,"서울특별시 강남구 언주로164길 15-6, 203호 (신사동)",서울 강남구 신사동 645-14,CDFI2262212026000060,2026-02-09,영업/정상(영업중),37.5257257375333,127.03503995123,3
스테이 윤슬,외국인관광도시민박업,"서울특별시 성북구 동소문로11길 27-3, 301호 (동소문동4가)",서울 성북구 동소문동4가 178,CDFI2262212024000037,2024-12-09,영업/정상(영업중),37.5925352564966,127.011477508086,2
호호맨션(HOHO MANSION),외국인관광도시민박업,"서울특별시 송파구 삼학사로8길 24-1, 201호 (석촌동)",서울 송파구 석촌동 229-10,CDFI2262212026000001,2026-01-05,영업/정상(영업중),37.5001062134206,127.099580176254,5
제이투어스,외국인관광도시민박업,"서울특별시 송파구 거마로9길 4, 리안에스피 403호 (거여동)",서울 송파구 거여동 665-5,CDFI2262212026000005,2026-01-08,영업/정상(영업중),37.4960840506828,127.145364552977,4
3베드 레지던스역삼,외국인관광도시민박업,"서울특별시 강남구 역삼로17길 35, 402호 (역삼동, 더클래스)",서울 강남구 역삼동 744-17,CDFI2262212026000059,2026-02-09,영업/정상(영업중),37.4971520195133,127.036486527622,2
윤스테이,외국인관광도시민박업,"서울특별시 송파구 백제고분로34길 3-14, 302호 (석촌동)",서울 송파구 석촌동 234-2,CDFI2262212026000010,2026-01-27,영업/정상(영업중),37.5020533738816,127.099583440743,4
루키's 스테이,외국인관광도시민박업,"서울특별시 강남구 언주로164길 15-6, 305호 (신사동)",서울 강남구 신사동 645-14,CDFI2262212026000058,2026-02-09,영업/정상(영업중),37.5257257375333,127.03503995123,3
송파 스테이 110,외국인관광도시민박업,"서울특별시 송파구 가락로23길 14-27, 201호 (송파동)",서울 송파구 송파동 110-10,CDFI2262212026000012,2026-02-04,영업/정상(영업중),37.5049797059691,127.112195390253,2
캉스하우스,외국인관광도시민박업,"서울특별시 마포구 성미산로3나길 18, 1층 (성산동)",서울 마포구 성산동 256-21,CDFI2262212026000146,2026-03-11,영업/정상(영업중),37.5602537925077,126.908531387392,2
로렐스테이,외국인관광도시민박업,"서울특별시 송파구 삼학사로8길 26, B01호 (석촌동)",서울 송파구 석촌동 229-11,CDFI2262212026000018,2026-02-13,영업/정상(영업중),37.5001235848351,127.099708330025,5
미까사,외국인관광도시민박업,"서울특별시 송파구 삼학사로8길 23, 303호 (석촌동)",서울 송파구 석촌동 230-18,CDFI2262212026000015,2026-02-11,영업/정상(영업중),37.5003147602102,127.099409008685,2
Ms. Kim's DDM HOUSE,외국인관광도시민박업,"서울특별시 동대문구 천호대로24길 38, 102호 (용두동)",서울 동대문구 용두동 129-130,CDFI2262212026000011,2026-03-10,영업/정상(영업중),37.5721915610926,127.033577335014,2
해피하우스2,외국인관광도시민박업,"서울특별시 마포구 방울내로9길 34, 2층 201호 (망원동)",서울 마포구 망원동 471-4,CDFI2262212026000143,2026-03-11,영업/정상(영업중),37.5619274638303,126.903085685912,5
"오늘, 신도림",외국인관광도시민박업,"서울특별시 구로구 공원로6나길 35-8, 1층 (구로동)",서울 구로구 구로동 29-24,CDFI2262212026000008,2026-02-10,영업/정상(영업중),37.5046025554912,126.89157852606,2
우디스토리,외국인관광도시민박업,"서울특별시 강남구 언주로153길 14-2, 201호 (신사동)",서울 강남구 신사동 626-72,CDFI2262212026000064,2026-02-11,영업/정상(영업중),37.5229079892673,127.032019688287,8
곳모닝서울,외국인관광도시민박업,"서울특별시 광진구 아차산로58가길 15, 102호 (구의동, 썬빌리지)",서울 광진구 구의동 590-5,CDFI2262212026000037,2026-03-11,영업/정상(영업중),37.5360178676683,127.09025483796,3
K-Hubhouse,외국인관광도시민박업,"서울특별시 중랑구 동일로172길 48, 롯데빌 2층 201호 (묵동)",서울 중랑구 묵동 160-20,CDFI2262212026000007,2026-02-11,영업/정상(영업중),37.6174805201745,127.078550763936,2
루미홈,외국인관광도시민박업,"서울특별시 은평구 가좌로 293, 602호 (신사동)",서울 은평구 신사동 39-28,CDFI2262212026000010,2026-02-11,영업/정상(영업중),37.5942076155737,126.911664416938,6
슬로우 포레스트,외국인관광도시민박업,"서울특별시 서초구 논현로5길 24-14, 101호 (양재동, 태림빌라)",서울 서초구 양재동 395-11,CDFI2262212026000005,2026-02-11,영업/정상(영업중),37.4724208538861,127.048331999354,2
로컬스테이,외국인관광도시민박업,"서울특별시 강동구 천호대로200길 24-1, 202호 (둔촌동)",서울 강동구 둔촌동 602-2,CDFI2262212026000019,2026-03-13,영업/정상(영업중),37.5357878577611,127.149097140823,2
가든스테이,외국인관광도시민박업,"서울특별시 강동구 천호대로200길 24-1, 102호 (둔촌동)",서울 강동구 둔촌동 602-2,CDFI2262212026000020,2026-03-13,영업/정상(영업중),37.5357878577611,127.149097140823,2
다온스테이(DAON STAY),외국인관광도시민박업,"서울특별시 강북구 삼양로119길 4, 201호 (수유동, 더하우스)",서울 강북구 수유동 313-45,CDFI2262212026000009,2026-03-13,영업/정상(영업중),37.6442266209654,127.015652355384,2
서울의 지평선,외국인관광도시민박업,"서울특별시 강남구 도산대로16길 13-3, 102호 (논현동)",서울 강남구 논현동 10-1,CDFI2262212026000090,2026-03-13,영업/정상(영업중),37.5173514743704,127.025055715324,2
STAY 762,외국인관광도시민박업,"서울특별시 용산구 이태원로16길 21-20, 지층 (이태원동)",서울 용산구 이태원동 76-2,CDFI2262212025000110,2025-12-15,영업/정상(영업중),37.5331681744336,126.992176956496,3
어반 오디세이,외국인관광도시민박업,"서울특별시 강남구 선릉로103길 14-3, 201호 (역삼동)",서울 강남구 역삼동 693-27,CDFI2262212025000080,2025-12-29,영업/정상(영업중),37.5072378737162,127.044393883144,3
밍기적 하우스,외국인관광도시민박업,"서울특별시 강동구 천호대로200길 22, 1층 102호 (둔촌동)",서울 강동구 둔촌동 602-5,CDFI2262212025000057,2025-07-28,영업/정상(영업중),37.5358825809103,127.149288881669,5
여기연남스테이,외국인관광도시민박업,"서울특별시 마포구 성미산로16길 3-3, 1층 (연남동)",서울 마포구 연남동 487-375,CDFI2262212026000119,2026-03-04,영업/정상(영업중),37.5611268837408,126.918140483313,2
스테이 누아르,외국인관광도시민박업,"서울특별시 마포구 와우산로29가길 28, 2층 (서교동)",서울 마포구 서교동 336-14,CDFI2262212026000137,2026-03-09,영업/정상(영업중),37.5541740861882,126.927983363243,3
올리브 스테이,외국인관광도시민박업,"서울특별시 마포구 연남로1길 51, 지층 (연남동)",서울 마포구 연남동 568-3,CDFI2262212026000123,2026-03-04,영업/정상(영업중),37.5595716332235,126.920588221639,2
망원루,외국인관광도시민박업,"서울특별시 마포구 월드컵로11길 72, 5층 502호 (망원동)",서울 마포구 망원동 413-50,CDFI2262212026000120,2026-03-04,영업/정상(영업중),37.5538886806652,126.907123511773,4
스테이 체리,외국인관광도시민박업,"서울특별시 마포구 와우산로29가길 28, 1층 (서교동)",서울 마포구 서교동 336-14,CDFI2262212026000138,2026-03-09,영업/정상(영업중),37.5541740861882,126.927983363243,3
스테이지,외국인관광도시민박업,"서울특별시 마포구 와우산로5길 25-9, 102호 (상수동, 범일빌라)",서울 마포구 상수동 335-39,CDFI2262212026000135,2026-03-09,영업/정상(영업중),37.5465256981554,126.921354575892,2
카일룸 블랙 701,외국인관광도시민박업,"서울특별시 강남구 언주로 565, 701호 (역삼동, 상지 카일룸 블랙)",서울 강남구 역삼동 653-3,CDFI2262212026000082,2026-03-09,영업/정상(영업중),37.5083278592214,127.038364146821,5
Slow Forest,외국인관광도시민박업,"서울특별시 서초구 논현로5길 24-14, 101호 (양재동, 태림빌라)",서울 서초구 양재동 395-11,CDFI2262212026000006,2026-02-12,영업/정상(영업중),37.4724208538861,127.048331999354,2
세리 하우스,외국인관광도시민박업,"서울특별시 용산구 녹사평대로40길 43-9, 1층 201호 (이태원동)",서울 용산구 이태원동 455-17,CDFI2262212026000027,2026-02-12,영업/정상(영업중),37.5347170556243,126.988510314265,2
모아 하우스,외국인관광도시민박업,"서울특별시 용산구 녹사평대로40길 43-9, 지층 101호 (이태원동)",서울 용산구 이태원동 455-17,CDFI2262212026000028,2026-02-12,영업/정상(영업중),37.5347170556243,126.988510314265,2
레드스테이,외국인관광도시민박업,"서울특별시 마포구 와우산로29가길 28, 3층 (서교동)",서울 마포구 서교동 336-14,CDFI2262212026000139,2026-03-09,영업/정상(영업중),37.5541740861882,126.927983363243,3
메종 드 강남 스테이,외국인관광도시민박업,"서울특별시 강남구 언주로153길 14-2, B01호 (신사동)",서울 강남구 신사동 626-72,CDFI2262212026000009,2026-01-08,영업/정상(영업중),37.5229079892673,127.032019688287,8
